Reactant,TS,Product,eR,eTS,eP,GR,GTS,GP,deTSR,deTSP,dePR,dGTSR,dGTSP,dGPR
1108_MA-TS_37-38_Reactant,1108_MA-TS_37-38,1108_MA-TS_37-38_Product,-0.135515258341,-0.121645218563,-0.133733582089,0.525718,0.541867,0.536227,8.7,7.59,1.12,10.13,3.54,6.59
1109_MA-TS_34-35_Reactant,1109_MA-TS_34-35,1109_MA-TS_34-35_Product,-0.233736642141,-0.225196413405,-0.237382086577,0.305189,0.319967,0.308977,5.36,7.65,-2.29,9.27,6.9,2.38
1110_MA-TS_34-35_Reactant,1110_MA-TS_34-35,1110_MA-TS_34-35_Product,-0.16610936174,-0.153772147271,-0.174546273199,0.351178,0.367459,0.349149,7.74,13.04,-5.29,10.22,11.49,-1.27
1111_MA-TS_34-35_Reactant,1111_MA-TS_34-35,1111_MA-TS_34-35_Product,-0.18331901792,-0.181672902379,-0.202826482637,0.380406,0.386081,0.370023,1.03,13.27,-12.24,3.56,10.08,-6.52
1112_MA-TS_33-34_Reactant,1112_MA-TS_33-34,1112_MA-TS_33-34_Product,-0.119472188989,-0.119986327304,-0.128671610242,0.388377,0.393936,0.388368,-0.32,5.45,-5.77,3.49,3.49,-0.01
1117_MA-TS_38-39_Reactant,1117_MA-TS_38-39,1117_MA-TS_38-39_Product,-0.248210186899,-0.247516816456,-0.263288139792,0.283193,0.28526,0.274008,0.44,9.9,-9.46,1.3,7.06,-5.76
1119_MA-TS_36-37_Reactant,1119_MA-TS_36-37,1119_MA-TS_36-37_Product,-0.18801299586,-0.186588885138,-0.209339530906,0.358469,0.360875,0.340701,0.89,14.28,-13.38,1.51,12.66,-11.15
1121_MA-TS_40-41_Reactant,1121_MA-TS_40-41,1121_MA-TS_40-41_Product,-0.687493996256,-0.723630858283,-0.750739009154,0.525062,0.527632,0.523134,-22.68,17.01,-39.69,1.61,2.82,-1.21
1123_MA-TS_40-41_Reactant,1123_MA-TS_40-41,1123_MA-TS_40-41_Product,-0.312414240283,-0.302341255598,-0.312507559843,0.263811,0.278736,0.273354,6.32,6.38,-0.06,9.37,3.38,5.99
1127_MA-TS_37-38_Reactant,1127_MA-TS_37-38,1127_MA-TS_37-38_Product,-0.685579127239,-0.625595740221,-0.912702024639,0.48286,0.491346,0.466287,37.64,180.16,-142.52,5.33,15.72,-10.4
1132_MA-TS_41-42_Reactant,1132_MA-TS_41-42,1132_MA-TS_41-42_Product,-0.531717110121,-0.475051137037,-0.76218475685,0.596457,0.601736,0.571527,35.56,180.18,-144.62,3.31,18.96,-15.64
1134_MA-TS_41-42_Reactant,1134_MA-TS_41-42,1134_MA-TS_41-42_Product,-0.119083249229,-0.110331311623,-0.113456760298,0.543638,0.558136,0.556614,5.49,1.96,3.53,9.1,0.96,8.14
1137_MA-TS_31-32_Reactant,1137_MA-TS_31-32,1137_MA-TS_31-32_Product,-0.181294877299,-0.1571924612,-0.1650990189,0.371235,0.397287,0.390393,15.12,4.96,10.16,16.35,4.33,12.02
1138_MA-TS_37-38_Reactant,1138_MA-TS_37-38,1138_MA-TS_37-38_Product,-0.122998440926,-0.121951955543,-0.151394662632,0.492278,0.494581,0.472875,0.66,18.48,-17.82,1.45,13.62,-12.18
1141_MA-TS_41-42_Reactant,1141_MA-TS_41-42,1141_MA-TS_41-42_Product,-0.415923878482,-0.401323478811,-0.412433372715,0.210519,0.225245,0.2163,9.16,6.97,2.19,9.24,5.61,3.63
1142_MA-TS_41-42_Reactant,1142_MA-TS_41-42,1142_MA-TS_41-42_Product,-0.877008974385,-0.681565145669,-0.350067199784,0.62329,0.627234,0.61442,122.64,-208.02,330.66,2.47,8.04,-5.57
1144_MA-TS_29-30_Reactant,1144_MA-TS_29-30,1144_MA-TS_29-30_Product,-0.12703013284,-0.116895963602,-0.126902928114,0.397915,0.414763,0.404295,6.36,6.28,0.08,10.57,6.57,4.0
1145_MA-TS_38-39_Reactant,1145_MA-TS_38-39,1145_MA-TS_38-39_Product,-0.226467476129,-0.218724670613,-0.232420409399,0.393094,0.402344,0.391039,4.86,8.59,-3.74,5.8,7.09,-1.29
1146_MA-TS_41-42_Reactant,1146_MA-TS_41-42,1146_MA-TS_41-42_Product,-0.869658863376,-0.917298429531,-0.103477167406,0.585734,0.587054,0.576779,-29.89,-510.68,480.79,0.83,6.45,-5.62
1150_MA-TS_45-46_Reactant,1150_MA-TS_45-46,1150_MA-TS_45-46_Product,-0.263449070715,-0.257538976661,-0.272458019846,0.415781,0.43047,0.418612,3.71,9.36,-5.65,9.22,7.44,1.78
1153_MA-TS_45-46_Reactant,1153_MA-TS_45-46,1153_MA-TS_45-46_Product,-0.347325475137,-0.34928058171,-0.360694193444,0.323447,0.324884,0.315214,-1.23,7.16,-8.39,0.9,6.07,-5.17
1159_MA-TS_43-44_Reactant,1159_MA-TS_43-44,1159_MA-TS_43-44_Product,-0.305966815865,-0.297692825175,-0.306648280551,0.336499,0.353626,0.344045,5.19,5.62,-0.43,10.75,6.01,4.74
1160_MA-TS_42-43_Reactant,1160_MA-TS_42-43,1160_MA-TS_42-43_Product,-0.321249371362,-0.319174855131,-0.337254154842,0.315974,0.322693,0.313802,1.3,11.34,-10.04,4.22,5.58,-1.36
1175_MA-TS_43-44_Reactant,1175_MA-TS_43-44,1175_MA-TS_43-44_Product,-0.314064301036,-0.318790111285,-0.332371614178,0.320036,0.319149,0.308089,-2.97,8.52,-11.49,-0.56,6.94,-7.5
1176_MA-TS_44-45_Reactant,1176_MA-TS_44-45,1176_MA-TS_44-45_Product,-0.516549526108,-0.51254229886,-0.513064423857,0.092749,0.098127,0.101828,2.51,0.33,2.19,3.37,-2.32,5.7
1177_MA-TS_47-48_Reactant,1177_MA-TS_47-48,1177_MA-TS_47-48_Product,-0.41559633469,-0.406348347894,-0.412799068774,0.283549,0.29569,0.291146,5.8,4.05,1.76,7.62,2.85,4.77
1180_MA-TS_42-43_Reactant,1180_MA-TS_42-43,1180_MA-TS_42-43_Product,-0.307237839668,-0.307902103674,-0.317086339096,0.37964,0.384562,0.376229,-0.42,5.76,-6.18,3.09,5.23,-2.14
1182_MA-TS_42-43_Reactant,1182_MA-TS_42-43,1182_MA-TS_42-43_Product,-0.298446787507,-0.302402323281,-0.328180983299,0.337981,0.336733,0.316175,-2.48,16.18,-18.66,-0.78,12.9,-13.68
1185_MA-TS_44-45_Reactant,1185_MA-TS_44-45,1185_MA-TS_44-45_Product,-0.385100069896,-0.387998187908,-0.395683857153,0.277241,0.279768,0.274092,-1.82,4.82,-6.64,1.59,3.56,-1.98
1186_MA-TS_24-25_Reactant,1186_MA-TS_24-25,1186_MA-TS_24-25_Product,-0.205974386476,-0.20601232412,-0.213879153491,0.214638,0.220786,0.214817,-0.02,4.94,-4.96,3.86,3.75,0.11
1188_MA-TS_25-26_Reactant,1188_MA-TS_25-26,1188_MA-TS_25-26_Product,-0.173138584706,-0.16431892021,-0.174038199263,0.25913,0.273201,0.259735,5.53,6.1,-0.56,8.83,8.45,0.38
1189_MA-TS_24-25_Reactant,1189_MA-TS_24-25,1189_MA-TS_24-25_Product,-0.193697106748,-0.199251669927,-0.203781333731,0.230037,0.229004,0.220674,-3.49,2.84,-6.33,-0.65,5.23,-5.88
1191_MA-TS_24-25_Reactant,1191_MA-TS_24-25,1191_MA-TS_24-25_Product,-0.194757067519,-0.197824140879,-0.22323494949,0.232881,0.227942,0.205504,-1.92,15.95,-17.87,-3.1,14.08,-17.18
1195_MA-TS_24-25_Reactant,1195_MA-TS_24-25,1195_MA-TS_24-25_Product,-0.200451636705,-0.198746897165,-0.205858690324,0.21901,0.227883,0.222267,1.07,4.46,-3.39,5.57,3.52,2.04
1196_MA-TS_21-22_Reactant,1196_MA-TS_21-22,1196_MA-TS_21-22_Product,-0.136371212065,-0.129827778359,-0.158538319134,0.207342,0.21743,0.192355,4.11,18.02,-13.91,6.33,15.73,-9.4
1197_MA-TS_23-24_Reactant,1197_MA-TS_23-24,1197_MA-TS_23-24_Product,-0.179068193251,-0.178354157608,-0.188011548508,0.243046,0.248014,0.23996,0.45,6.06,-5.61,3.12,5.05,-1.94
1200_MA-TS_2-3_Reactant,1200_MA-TS_2-3,1200_MA-TS_2-3_Product,-0.201370138917,-0.206861794838,-0.217932866137,0.221672,0.220534,0.212289,-3.45,6.95,-10.39,-0.71,5.17,-5.89
1202_MA-TS_24-25_Reactant,1202_MA-TS_24-25,1202_MA-TS_24-25_Product,-0.203918008162,-0.196938376894,-0.200506451549,0.220706,0.227011,0.226955,4.38,2.24,2.14,3.96,0.04,3.92
1203_MA-TS_34-35_Reactant,1203_MA-TS_34-35,1203_MA-TS_34-35_Product,-0.161067336787,-0.148839127848,-0.161014268091,0.363831,0.375507,0.363336,7.67,7.64,0.03,7.33,7.64,-0.31
1208_MA-TS_40-41_Reactant,1208_MA-TS_40-41,1208_MA-TS_40-41_Product,-0.238538932262,-0.237449992936,-0.252219509583,0.416421,0.420772,0.407655,0.68,9.27,-8.58,2.73,8.23,-5.5
1209_MA-TS_45-46_Reactant,1209_MA-TS_45-46,1209_MA-TS_45-46_Product,-0.518279184555,-0.518847910192,-0.52829090436,0.162946,0.166736,0.157967,-0.36,5.93,-6.28,2.38,5.5,-3.12
1213_MA-TS_37-38_Reactant,1213_MA-TS_37-38,1213_MA-TS_37-38_Product,-0.167740288732,-0.155449703484,-0.179267055493,0.423816,0.444213,0.419166,7.71,14.95,-7.23,12.8,15.72,-2.92
1214_MA-TS_40-41_Reactant,1214_MA-TS_40-41,1214_MA-TS_40-41_Product,-0.325461704329,-0.315763878286,-0.324075965162,0.295163,0.309579,0.303844,6.09,5.22,0.87,9.05,3.6,5.45
1215_MA-TS_40-41_Reactant,1215_MA-TS_40-41,1215_MA-TS_40-41_Product,-0.259704382283,-0.252934261556,-0.256682618536,0.400414,0.406068,0.401375,4.25,2.35,1.9,3.55,2.94,0.6
1219_MA-TS_38-39_Reactant,1219_MA-TS_38-39,1219_MA-TS_38-39_Product,-0.280285630306,-0.277842637551,-0.279253784231,0.390295,0.393276,0.391039,1.53,0.89,0.65,1.87,1.4,0.47
1221_MA-TS_41-42_Reactant,1221_MA-TS_41-42,1221_MA-TS_41-42_Product,-0.232164308282,-0.236536110146,-0.244512797926,0.451746,0.449423,0.43832,-2.74,5.01,-7.75,-1.46,6.97,-8.42
1222_MA-TS_44-45_Reactant,1222_MA-TS_44-45,1222_MA-TS_44-45_Product,-0.512132332551,-0.51677349728,-0.532607318502,0.14901,0.144763,0.131605,-2.91,9.94,-12.85,-2.67,8.26,-10.92
1223_MA-TS_40-41_Reactant,1223_MA-TS_40-41,1223_MA-TS_40-41_Product,-0.253739174757,-0.251032074458,-0.273343685817,0.370292,0.374269,0.363966,1.7,14.0,-12.3,2.5,6.47,-3.97
1224_MA-TS_42-43_Reactant,1224_MA-TS_42-43,1224_MA-TS_42-43_Product,-0.174478072454,-0.17586931175,-0.210632641685,0.400703,0.404169,0.368984,-0.87,21.81,-22.69,2.17,22.08,-19.9
1225_MA-TS_43-44_Reactant,1225_MA-TS_43-44,1225_MA-TS_43-44_Product,-0.215480700859,-0.221964937009,-0.23498324162,0.409236,0.40508,0.392992,-4.07,8.17,-12.24,-2.61,7.59,-10.19
1226_MA-TS_43-44_Reactant,1226_MA-TS_43-44,1226_MA-TS_43-44_Product,-0.236186722602,-0.233051567516,-0.2601551425,0.387174,0.388619,0.365183,1.97,17.01,-15.04,0.91,14.71,-13.8
1227_MA-TS_42-43_Reactant,1227_MA-TS_42-43,1227_MA-TS_42-43_Product,-0.208105823758,-0.211082908216,-0.221508837469,0.39225,0.391593,0.38324,-1.87,6.54,-8.41,-0.41,5.24,-5.65
1230_MA-TS_36-37_Reactant,1230_MA-TS_36-37,1230_MA-TS_36-37_Product,-0.179965016725,-0.180613743708,-0.200499240951,0.349798,0.354947,0.337453,-0.41,12.48,-12.89,3.23,10.98,-7.75
1232_MA-TS_43-44_Reactant,1232_MA-TS_43-44,1232_MA-TS_43-44_Product,-0.205657128672,-0.204240150783,-0.210635375422,0.416996,0.418784,0.415983,0.89,4.01,-3.12,1.12,1.76,-0.64
1233_MA-TS_42-43_Reactant,1233_MA-TS_42-43,1233_MA-TS_42-43_Product,-0.183894687478,-0.189575918735,-0.196108577511,0.411773,0.412232,0.41015,-3.57,4.1,-7.66,0.29,1.31,-1.02
1236_MA-TS_10-11_Reactant,1236_MA-TS_10-11,1236_MA-TS_10-11_Product,-0.307297421974,-0.309830405075,-0.319881283364,0.22812,0.227089,0.219497,-1.59,6.31,-7.9,-0.65,4.76,-5.41
1239_MA-TS_34-35_Reactant,1239_MA-TS_34-35,1239_MA-TS_34-35_Product,-0.375898667009,-0.378307609712,-0.383344242975,0.162659,0.166718,0.162154,-1.51,3.16,-4.67,2.55,2.86,-0.32
1242_MA-TS_13-14_Reactant,1242_MA-TS_13-14,1242_MA-TS_13-14_Product,-0.185303861049,-0.176955601646,-0.187754879776,0.516808,0.528264,0.518216,5.24,6.78,-1.54,7.19,6.31,0.88
1245_MA-TS_11-12_Reactant,1245_MA-TS_11-12,1245_MA-TS_11-12_Product,-0.288600170631,-0.282397360313,-0.291031603104,0.37049,0.374236,0.367864,3.89,5.42,-1.53,2.35,4.0,-1.65
1248_MA-TS_29-30_Reactant,1248_MA-TS_29-30,1248_MA-TS_29-30_Product,-0.139290601157,-0.134336832769,-0.134830777432,0.425485,0.433178,0.433936,3.11,0.31,2.8,4.83,-0.48,5.3
1260_MA-TS_11-12_Reactant,1260_MA-TS_11-12,1260_MA-TS_11-12_Product,-0.171323231349,-0.138621352587,-0.173114609588,0.569862,0.608289,0.577502,20.52,21.64,-1.12,24.11,19.32,4.79
1267_MA-TS_9-10_Reactant,1267_MA-TS_9-10,1267_MA-TS_9-10_Product,-0.562012766795,-0.554406962692,-0.897126418881,0.564404,0.564079,0.537419,4.77,215.06,-210.29,-0.2,16.73,-16.93
1273_MA-TS_11-12_Reactant,1273_MA-TS_11-12,1273_MA-TS_11-12_Product,-0.187588980922,-0.168189242804,-0.169604926402,0.49916,0.521989,0.519482,12.17,0.89,11.29,14.33,1.57,12.75
1276_MA-TS_11-12_Reactant,1276_MA-TS_11-12,1276_MA-TS_11-12_Product,-0.117758952082,-0.122134631488,-0.126595000916,0.550318,0.548322,0.545213,-2.75,2.8,-5.54,-1.25,1.95,-3.2
1279_MA-TS_24-25_Reactant,1279_MA-TS_24-25,1279_MA-TS_24-25_Product,-0.22979547461,-0.21730720995,-0.226345239596,0.268324,0.285592,0.280139,7.84,5.67,2.17,10.84,3.42,7.41
1294_MA-TS_11-12_Reactant,1294_MA-TS_11-12,1294_MA-TS_11-12_Product,-0.324258692365,-0.326133657786,-0.346640047296,0.354168,0.350914,0.33263,-1.18,12.87,-14.04,-2.04,11.47,-13.52
1304_MA-TS_32-33_Reactant,1304_MA-TS_32-33,1304_MA-TS_32-33_Product,-0.502687848862,-0.275080967845,-0.297099511381,0.555689,0.584994,0.582362,142.83,13.82,129.01,18.39,1.65,16.74
1310_MA-TS_10-11_Reactant,1310_MA-TS_10-11,1310_MA-TS_10-11_Product,-0.350032816386,-0.349419458013,-0.357059321575,0.23043,0.231428,0.224257,0.38,4.79,-4.41,0.63,4.5,-3.87
1313_MA-TS_11-12_Reactant,1313_MA-TS_11-12,1313_MA-TS_11-12_Product,-0.141926161993,-0.146519776121,-0.163019623465,0.591288,0.592194,0.578454,-2.88,10.35,-13.24,0.57,8.62,-8.05
1319_MA-TS_24-25_Reactant,1319_MA-TS_24-25,1319_MA-TS_24-25_Product,-0.282307836303,-0.287604134847,-0.297792947924,0.19318,0.19124,0.182079,-3.32,6.39,-9.72,-1.22,5.75,-6.97
1322_MA-TS_10-11_Reactant,1322_MA-TS_10-11,1322_MA-TS_10-11_Product,-0.20138107817,-0.176648392429,-0.222093118885,0.40712,0.433787,0.391764,15.52,28.52,-13.0,16.73,26.37,-9.64
1328_MA-TS_11-12_Reactant,1328_MA-TS_11-12,1328_MA-TS_11-12_Product,-0.356373984102,-0.337070582531,-0.356713287435,0.279404,0.299123,0.281128,12.11,12.33,-0.21,12.37,11.29,1.08
1334_MA-TS_4-5_Reactant,1334_MA-TS_4-5,1334_MA-TS_4-5_Product,-0.208502274591,-0.20897695669,-0.227002058313,0.226819,0.231632,0.21392,-0.3,11.31,-11.61,3.02,11.11,-8.09
1340_MA-TS_13-14_Reactant,1340_MA-TS_13-14,1340_MA-TS_13-14_Product,-0.160979297436,-0.148397891871,-0.166085630721,0.577394,0.589368,0.574569,7.89,11.1,-3.2,7.51,9.29,-1.77
1347_MA-TS_4-5_Reactant,1347_MA-TS_4-5,1347_MA-TS_4-5_Product,-0.136430565546,-0.13938727372,-0.154381290303,0.392464,0.391013,0.377417,-1.86,9.41,-11.26,-0.91,8.53,-9.44
1353_MA-TS_4-5_Reactant,1353_MA-TS_4-5,1353_MA-TS_4-5_Product,-0.231152554181,-0.231372152175,-0.249441196369,0.303351,0.309245,0.288968,-0.14,11.34,-11.48,3.7,12.72,-9.03
1363_MA-TS_25-26_Reactant,1363_MA-TS_25-26,1363_MA-TS_25-26_Product,-0.188015424199,-0.188552704498,-0.2034270977,0.277675,0.274308,0.261547,-0.34,9.33,-9.67,-2.11,8.01,-10.12
1365_MA-TS_36-37_Reactant,1365_MA-TS_36-37,1365_MA-TS_36-37_Product,-0.544515163283,-0.549413031201,-0.563992418059,-0.030451,-0.035314,-0.047474,-3.07,9.15,-12.22,-3.05,7.63,-10.68
1366_MA-TS_30-31_Reactant,1366_MA-TS_30-31,1366_MA-TS_30-31_Product,-0.305422478828,-0.308024012078,-0.313252469497,0.138268,0.140459,0.135556,-1.63,3.28,-4.91,1.37,3.08,-1.7
1368_MA-TS_38-39_Reactant,1368_MA-TS_38-39,1368_MA-TS_38-39_Product,-0.366964281354,-0.368556348004,-0.381511708857,0.185562,0.189835,0.177583,-1.0,8.13,-9.13,2.68,7.69,-5.01
1369_MA-TS_38-39_Reactant,1369_MA-TS_38-39,1369_MA-TS_38-39_Product,-0.280069504865,-0.283787975329,-0.302468072582,0.264643,0.264733,0.249499,-2.33,11.72,-14.06,0.06,9.56,-9.5
1370_MA-TS_37-38_Reactant,1370_MA-TS_37-38,1370_MA-TS_37-38_Product,-0.288733005322,-0.284700219976,-0.295127741843,0.272308,0.271951,0.264119,2.53,6.54,-4.01,-0.22,4.91,-5.14
1371_MA-TS_27-28_Reactant,1371_MA-TS_27-28,1371_MA-TS_27-28_Product,-0.188929245915,-0.193854362339,-0.198414151082,0.283838,0.28218,0.275488,-3.09,2.86,-5.95,-1.04,4.2,-5.24
1372_MA-TS_34-35_Reactant,1372_MA-TS_34-35,1372_MA-TS_34-35_Product,-0.53657340294,-0.543241675487,-0.554730588398,-0.082213,-0.083615,-0.09614,-4.18,7.21,-11.39,-0.88,7.86,-8.74
1375_MA-TS_31-32_Reactant,1375_MA-TS_31-32,1375_MA-TS_31-32_Product,-0.368804961315,-0.362581176222,-0.369280188173,0.077385,0.087069,0.081085,3.91,4.2,-0.3,6.08,3.76,2.32
1376_MA-TS_31-32_Reactant,1376_MA-TS_31-32,1376_MA-TS_31-32_Product,-0.331657373965,-0.327112947315,-0.342655091375,0.114036,0.122857,0.107142,2.85,9.75,-6.9,5.54,9.86,-4.33
1377_MA-TS_13-14_Reactant,1377_MA-TS_13-14,1377_MA-TS_13-14_Product,-0.367835086807,-0.369435426433,-0.385536921311,0.257752,0.265594,0.244949,-1.0,10.1,-11.11,4.92,12.95,-8.03
1378_MA-TS_25-26_Reactant,1378_MA-TS_25-26,1378_MA-TS_25-26_Product,-0.202993161473,-0.188580788025,-0.20905193488,0.358615,0.372365,0.354048,9.04,12.85,-3.8,8.63,11.49,-2.87
1379_MA-TS_13-14_Reactant,1379_MA-TS_13-14,1379_MA-TS_13-14_Product,-0.551017599752,-0.536008521354,-0.559984343015,-0.015936,0.006592,-0.015728,9.42,15.05,-5.63,14.14,14.01,0.13
1382_MA-TS_13-14_Reactant,1382_MA-TS_13-14,1382_MA-TS_13-14_Product,-0.361606510815,-0.364188160691,-0.373666621541,0.276982,0.276498,0.27226,-1.62,5.95,-7.57,-0.3,2.66,-2.96
1384_MA-TS_13-14_Reactant,1384_MA-TS_13-14,1384_MA-TS_13-14_Product,-0.286914351932,-0.29111556685,-0.297927111911,0.348512,0.34793,0.343053,-2.64,4.27,-6.91,-0.37,3.06,-3.43
1385_MA-TS_13-14_Reactant,1385_MA-TS_13-14,1385_MA-TS_13-14_Product,-0.369553551116,-0.36920843405,-0.391458764333,0.15741,0.159913,0.135351,0.22,13.96,-13.75,1.57,15.41,-13.84
1389_MA-TS_4-5_Reactant,1389_MA-TS_4-5,1389_MA-TS_4-5_Product,-0.314526306739,-0.311990165622,-0.332937883012,0.324668,0.32539,0.308478,1.59,13.14,-11.55,0.45,10.61,-10.16
1391_MA-TS_27-28_Reactant,1391_MA-TS_27-28,1391_MA-TS_27-28_Product,-0.191997960258,-0.185392249054,-0.19551150213,0.377999,0.380512,0.370112,4.15,6.35,-2.2,1.58,6.53,-4.95
1392_MA-TS_4-5_Reactant,1392_MA-TS_4-5,1392_MA-TS_4-5_Product,-0.543139909856,-0.534052396557,-0.549599637383,0.003743,0.019494,0.00685,5.7,9.76,-4.05,9.88,7.93,1.95
1393_MA-TS_4-5_Reactant,1393_MA-TS_4-5,1393_MA-TS_4-5_Product,-0.316149645591,-0.293043954242,-0.303035631008,0.232289,0.256064,0.250602,14.5,6.27,8.23,14.92,3.43,11.49
1394_MA-TS_27-28_Reactant,1394_MA-TS_27-28,1394_MA-TS_27-28_Product,-0.196434259334,-0.176169909799,-0.216681926023,0.396816,0.418033,0.376178,12.72,25.42,-12.71,13.31,26.26,-12.95
1395_MA-TS_28-29_Reactant,1395_MA-TS_28-29,1395_MA-TS_28-29_Product,-0.13917034072,-0.11589295473,-0.133461083369,0.486695,0.508037,0.495294,14.61,11.02,3.58,13.39,8.0,5.4
1398_MA-TS_9-10_Reactant,1398_MA-TS_9-10,1398_MA-TS_9-10_Product,-0.451661029525,-0.426485089203,-0.443765331512,0.131888,0.161145,0.146526,15.8,10.84,4.95,18.36,9.17,9.19
1399_MA-TS_10-11_Reactant,1399_MA-TS_10-11,1399_MA-TS_10-11_Product,-0.271632994175,-0.258824327922,-0.270004061507,0.239703,0.250397,0.2428,8.04,7.02,1.02,6.71,4.77,1.94
1404_MA-TS_31-32_Reactant,1404_MA-TS_31-32,1404_MA-TS_31-32_Product,-0.415155332802,-0.403409360227,-0.415187996064,0.160008,0.174648,0.162624,7.37,7.39,-0.02,9.19,7.55,1.64
1406_MA-TS_10-11_Reactant,1406_MA-TS_10-11,1406_MA-TS_10-11_Product,-0.211440376441,-0.213089552381,-0.228718863669,0.328944,0.329684,0.316547,-1.03,9.81,-10.84,0.46,8.24,-7.78
1407_MA-TS_31-32_Reactant,1407_MA-TS_31-32,1407_MA-TS_31-32_Product,-0.297182545829,-0.294639530478,-0.303678457938,0.309814,0.303273,0.298591,1.6,5.67,-4.08,-4.1,2.94,-7.04
1408_MA-TS_13-14_Reactant,1408_MA-TS_13-14,1408_MA-TS_13-14_Product,-0.287832597061,-0.287689099194,-0.298535323614,0.306156,0.30393,0.295667,0.09,6.81,-6.72,-1.4,5.19,-6.58
1411_MA-TS_10-11_Reactant,1411_MA-TS_10-11,1411_MA-TS_10-11_Product,-0.266908801639,-0.26948244848,-0.291876967107,0.218275,0.217985,0.194512,-1.61,14.05,-15.67,-0.18,14.73,-14.91
1412_MA-TS_31-32_Reactant,1412_MA-TS_31-32,1412_MA-TS_31-32_Product,-0.337178635868,-0.333094781294,-0.339402091252,0.21113,0.216427,0.208307,2.56,3.96,-1.4,3.32,5.1,-1.77
1418_MA-TS_22-23_Reactant,1418_MA-TS_22-23,1418_MA-TS_22-23_Product,-0.148084520805,-0.140664145043,-0.149352138038,0.415994,0.425643,0.420325,4.66,5.45,-0.8,6.05,3.34,2.72
1420_MA-TS_22-23_Reactant,1420_MA-TS_22-23,1420_MA-TS_22-23_Product,-0.103087586192,-0.926060988008,-0.101669260784,0.433133,0.442594,0.43243,-516.42,-517.31,0.89,5.94,6.38,-0.44
1421_MA-TS_23-24_Reactant,1421_MA-TS_23-24,1421_MA-TS_23-24_Product,-0.926792023797,-0.829152788988,-0.10218739288,0.466125,0.477669,0.460723,61.27,-456.18,517.45,7.24,10.63,-3.39
1423_MA-TS_22-23_Reactant,1423_MA-TS_22-23,1423_MA-TS_22-23_Product,-0.651780216003,-0.701690096762,-0.894067430304,0.438064,0.439631,0.423706,-31.32,120.72,-152.04,0.98,9.99,-9.01
1435_MA-TS_42-43_Reactant,1435_MA-TS_42-43,1435_MA-TS_42-43_Product,-0.166558976718,-0.165770236476,-0.179138634143,0.484508,0.487912,0.478051,0.49,8.39,-7.89,2.14,6.19,-4.05
1436_MA-TS_42-43_Reactant,1436_MA-TS_42-43,1436_MA-TS_42-43_Product,-0.200487197699,-0.199274029098,-0.203095538715,0.426453,0.426655,0.426945,0.76,2.4,-1.64,0.13,-0.18,0.31
1441_MA-TS_44-45_Reactant,1441_MA-TS_44-45,1441_MA-TS_44-45_Product,-0.153503263774,-0.144926462945,-0.149277891669,0.52597,0.541299,0.538731,5.38,2.73,2.65,9.62,1.61,8.01
1442_MA-TS_42-43_Reactant,1442_MA-TS_42-43,1442_MA-TS_42-43_Product,-0.182547288336,-0.190745812082,-0.19978329185,0.441506,0.437481,0.426803,-5.14,5.67,-10.82,-2.53,6.7,-9.23
1443_MA-TS_39-40_Reactant,1443_MA-TS_39-40,1443_MA-TS_39-40_Product,-0.10162163688,-0.107152456609,-0.119746881862,0.504278,0.499415,0.481733,-3.47,7.9,-11.37,-3.05,11.1,-14.15
1449_MA-TS_38-39_Reactant,1449_MA-TS_38-39,1449_MA-TS_38-39_Product,-0.164483517246,-0.149662003681,-0.152981400867,0.501916,0.5172,0.514802,9.3,2.08,7.22,9.59,1.5,8.09
1451_MA-TS_36-37_Reactant,1451_MA-TS_36-37,1451_MA-TS_36-37_Product,-0.159183161479,-0.161857403698,-0.177515495172,0.457317,0.455372,0.439141,-1.68,9.83,-11.5,-1.22,10.19,-11.41
1452_MA-TS_42-43_Reactant,1452_MA-TS_42-43,1452_MA-TS_42-43_Product,-0.176648923465,-0.176527908083,-0.178398607072,0.518542,0.526302,0.527245,0.08,1.17,-1.1,4.87,-0.59,5.46
1454_MA-TS_42-43_Reactant,1454_MA-TS_42-43,1454_MA-TS_42-43_Product,-0.184096272304,-0.185507551504,-0.185410565997,0.47946,0.484132,0.491164,-0.89,-0.06,-0.82,2.93,-4.41,7.34
1455_MA-TS_42-43_Reactant,1455_MA-TS_42-43,1455_MA-TS_42-43_Product,-0.243906798035,-0.219454682317,-0.218583497267,0.427206,0.454469,0.452684,15.34,-0.55,15.89,17.11,1.12,15.99
1457_MA-TS_41-42_Reactant,1457_MA-TS_41-42,1457_MA-TS_41-42_Product,-0.19530897603,-0.174105385322,-0.182421994346,0.489282,0.515828,0.510672,13.31,5.22,8.09,16.66,3.24,13.42
1460_MA-TS_41-42_Reactant,1460_MA-TS_41-42,1460_MA-TS_41-42_Product,-0.16617026486,-0.140324613744,-0.161244463154,0.515258,0.534098,0.518492,16.22,13.13,3.09,11.82,9.79,2.03
1461_MA-TS_34-35_Reactant,1461_MA-TS_34-35,1461_MA-TS_34-35_Product,-0.180411560775,-0.172747247968,-0.181124586829,0.358535,0.372134,0.358389,4.81,5.26,-0.45,8.53,8.63,-0.09
1465_MA-TS_40-41_Reactant,1465_MA-TS_40-41,1465_MA-TS_40-41_Product,-0.294135981181,-0.285375319089,-0.293715309645,0.41189,0.427245,0.417172,5.5,5.23,0.26,9.64,6.32,3.31
