Reactant,TS,Product,eR,eTS,eP,GR,GTS,GP,deTSR,deTSP,dePR,dGTSR,dGTSP,dGPR
1466_MA-TS_38-39_Reactant,1466_MA-TS_38-39,1466_MA-TS_38-39_Product,-0.262707807807,-0.259826339529,-0.264094125913,0.393274,0.39542,0.396351,1.81,2.68,-0.87,1.35,-0.58,1.93
1467_MA-TS_41-42_Reactant,1467_MA-TS_41-42,1467_MA-TS_41-42_Product,-0.243935117841,-0.250441919011,-0.254747894274,0.451833,0.45,0.450669,-4.08,2.7,-6.79,-1.15,-0.42,-0.73
1468_MA-TS_44-45_Reactant,1468_MA-TS_44-45,1468_MA-TS_44-45_Product,-0.225615686595,-0.207554526844,-0.212588303758,0.504333,0.527099,0.52434,11.33,3.16,8.17,14.29,1.73,12.55
1469_MA-TS_44-45_Reactant,1469_MA-TS_44-45,1469_MA-TS_44-45_Product,-0.233184893204,-0.232176000054,-0.231864319552,0.493286,0.499585,0.503207,0.63,-0.2,0.83,3.95,-2.27,6.23
1474_MA-TS_30-31_Reactant,1474_MA-TS_30-31,1474_MA-TS_30-31_Product,-0.165361963052,-0.169676932297,-0.195111046193,0.256787,0.252047,0.23458,-2.71,15.96,-18.67,-2.97,10.96,-13.94
1475_MA-TS_30-31_Reactant,1475_MA-TS_30-31,1475_MA-TS_30-31_Product,-0.163819389304,-0.148566012808,-0.17833544802,0.257661,0.274993,0.247739,9.57,18.68,-9.11,10.88,17.1,-6.23
1477_MA-TS_35-36_Reactant,1477_MA-TS_35-36,1477_MA-TS_35-36_Product,-0.195922316977,-0.200209198951,-0.217251995457,0.3421,0.33634,0.325996,-2.69,10.69,-13.38,-3.61,6.49,-10.11
1478_MA-TS_36-37_Reactant,1478_MA-TS_36-37,1478_MA-TS_36-37_Product,-0.125502399811,-0.129844813499,-0.155982935607,0.445768,0.447144,0.42606,-2.72,16.4,-19.13,0.86,13.23,-12.37
1482_MA-TS_34-35_Reactant,1482_MA-TS_34-35,1482_MA-TS_34-35_Product,-0.155329930579,-0.156958564174,-0.176742304597,0.390653,0.39026,0.374863,-1.02,12.41,-13.44,-0.25,9.66,-9.91
1485_MA-TS_38-39_Reactant,1485_MA-TS_38-39,1485_MA-TS_38-39_Product,-0.207229734533,-0.204081358288,-0.220419664087,0.388311,0.396492,0.37776,1.98,10.25,-8.28,5.13,11.75,-6.62
1486_MA-TS_38-39_Reactant,1486_MA-TS_38-39,1486_MA-TS_38-39_Product,-0.210618014217,-0.209906731013,-0.217205345413,0.384418,0.386906,0.383161,0.45,4.58,-4.13,1.56,2.35,-0.79
1488_MA-TS_32-33_Reactant,1488_MA-TS_32-33,1488_MA-TS_32-33_Product,-0.227524572043,-0.218493278955,-0.226238578279,0.253637,0.263753,0.258543,5.67,4.86,0.81,6.35,3.27,3.08
1489_MA-TS_31-32_Reactant,1489_MA-TS_31-32,1489_MA-TS_31-32_Product,-0.205390332174,-0.216361763976,-0.234767401987,0.251383,0.24021,0.222045,-6.88,11.55,-18.43,-7.01,11.4,-18.41
1490_MA-TS_31-32_Reactant,1490_MA-TS_31-32,1490_MA-TS_31-32_Product,-0.198135168085,-0.194127897569,-0.21764183523,0.261534,0.267195,0.250163,2.51,14.76,-12.24,3.55,10.69,-7.14
1491_MA-TS_31-32_Reactant,1491_MA-TS_31-32,1491_MA-TS_31-32_Product,-0.208464707283,-0.216142891534,-0.224048757178,0.247459,0.243015,0.239407,-4.82,4.96,-9.78,-2.79,2.26,-5.05
1495_MA-TS_4-5_Reactant,1495_MA-TS_4-5,1495_MA-TS_4-5_Product,-0.161028863005,-0.143260873461,-0.169073234174,0.365088,0.376195,0.355734,11.15,16.2,-5.05,6.97,12.84,-5.87
1496_MA-TS_29-30_Reactant,1496_MA-TS_29-30,1496_MA-TS_29-30_Product,-0.148425396992,-0.146751017982,-0.148475817628,0.277998,0.284708,0.284206,1.05,1.08,-0.03,4.21,0.32,3.9
1505_MA-TS_30-31_Reactant,1505_MA-TS_30-31,1505_MA-TS_30-31_Product,-0.110339465723,-0.102643611825,-0.106630622644,0.336581,0.34595,0.340873,4.83,2.5,2.33,5.88,3.19,2.69
1507_MA-TS_33-34_Reactant,1507_MA-TS_33-34,1507_MA-TS_33-34_Product,-0.164444900228,-0.167863591031,-0.189953556612,0.322472,0.318965,0.300221,-2.15,13.86,-16.01,-2.2,11.76,-13.96
1513_MA-TS_34-35_Reactant,1513_MA-TS_34-35,1513_MA-TS_34-35_Product,-0.193517130191,-0.200570872048,-0.21851346191,0.29176,0.288615,0.274996,-4.43,11.26,-15.69,-1.97,8.55,-10.52
1519_MA-TS_35-36_Reactant,1519_MA-TS_35-36,1519_MA-TS_35-36_Product,-0.300934202463,-0.283965885473,-0.302033737013,0.189454,0.208228,0.194988,10.65,11.34,-0.69,11.78,8.31,3.47
1541_MA-TS_33-34_Reactant,1541_MA-TS_33-34,1541_MA-TS_33-34_Product,-0.224067329246,-0.221827333158,-0.230478953828,0.235954,0.245863,0.237863,1.41,5.43,-4.02,6.22,5.02,1.2
1543_MA-TS_34-35_Reactant,1543_MA-TS_34-35,1543_MA-TS_34-35_Product,-0.209391274281,-0.20280963535,-0.21472052472,0.274448,0.283969,0.272278,4.13,7.47,-3.34,5.97,7.34,-1.36
1549_MA-TS_28-29_Reactant,1549_MA-TS_28-29,1549_MA-TS_28-29_Product,-0.282102698905,-0.268432996491,-0.274581980576,0.098185,0.115217,0.113402,8.58,3.86,4.72,10.69,1.14,9.55
1552_MA-TS_30-31_Reactant,1552_MA-TS_30-31,1552_MA-TS_30-31_Product,-0.169572327991,-0.171055349058,-0.182454593564,0.304542,0.311667,0.297997,-0.93,7.15,-8.08,4.47,8.58,-4.11
1553_MA-TS_25-26_Reactant,1553_MA-TS_25-26,1553_MA-TS_25-26_Product,-0.23903176288,-0.233188065727,-0.250552806058,0.18654,0.196338,0.180576,3.67,10.9,-7.23,6.15,9.89,-3.74
1554_MA-TS_37-38_Reactant,1554_MA-TS_37-38,1554_MA-TS_37-38_Product,-0.159497106847,-0.164795951408,-0.173410753968,0.454477,0.45636,0.446165,-3.33,5.41,-8.73,1.18,6.4,-5.22
1558_MA-TS_38-39_Reactant,1558_MA-TS_38-39,1558_MA-TS_38-39_Product,-0.184010398312,-0.18698807233,-0.201310020705,0.452811,0.456746,0.443439,-1.87,8.99,-10.86,2.47,8.35,-5.88
1560_MA-TS_41-42_Reactant,1560_MA-TS_41-42,1560_MA-TS_41-42_Product,-0.255494393754,-0.242902681466,-0.251766385911,0.435506,0.45343,0.445553,7.9,5.56,2.34,11.25,4.94,6.3
1561_MA-TS_41-42_Reactant,1561_MA-TS_41-42,1561_MA-TS_41-42_Product,-0.19792037889,-0.195779939937,-0.209673971247,0.480563,0.485419,0.471285,1.34,8.72,-7.38,3.05,8.87,-5.82
1568_MA-TS_39-40_Reactant,1568_MA-TS_39-40,1568_MA-TS_39-40_Product,-0.238191087285,-0.236439012321,-0.252522876545,0.403817,0.412637,0.397826,1.1,10.09,-8.99,5.53,9.29,-3.76
1569_MA-TS_35-36_Reactant,1569_MA-TS_35-36,1569_MA-TS_35-36_Product,-0.248044012926,-0.239283978505,-0.247918925855,0.324797,0.327884,0.321965,5.5,5.42,0.08,1.94,3.71,-1.78
1573_MA-TS_35-36_Reactant,1573_MA-TS_35-36,1573_MA-TS_35-36_Product,-0.217973657534,-0.21893342324,-0.234258839991,0.359755,0.370023,0.351085,-0.6,9.62,-10.22,6.44,11.88,-5.44
1574_MA-TS_10-11_Reactant,1574_MA-TS_10-11,1574_MA-TS_10-11_Product,-0.171591764229,-0.153407024246,-0.178817678556,0.367186,0.389077,0.366372,11.41,15.95,-4.53,13.74,14.25,-0.51
1575_MA-TS_10-11_Reactant,1575_MA-TS_10-11,1575_MA-TS_10-11_Product,-0.136397503574,-0.109956987364,-0.123518578036,0.485574,0.516126,0.50632,16.59,8.51,8.08,19.17,6.15,13.02
1576_MA-TS_30-31_Reactant,1576_MA-TS_30-31,1576_MA-TS_30-31_Product,-0.181142297993,-0.181382852862,-0.190436173853,0.409484,0.415146,0.412849,-0.15,5.68,-5.83,3.55,1.44,2.11
1577_MA-TS_15-16_Reactant,1577_MA-TS_15-16,1577_MA-TS_15-16_Product,-0.114169716907,-0.103643497667,-0.11482099681,0.424256,0.436612,0.428531,6.61,7.01,-0.41,7.75,5.07,2.68
1578_MA-TS_4-5_Reactant,1578_MA-TS_4-5,1578_MA-TS_4-5_Product,-0.158834510059,-0.141749710619,-0.172205419979,0.26328,0.281038,0.249593,10.72,19.11,-8.39,11.14,19.73,-8.59
1582_MA-TS_15-16_Reactant,1582_MA-TS_15-16,1582_MA-TS_15-16_Product,-0.181437816787,-0.178557189326,-0.186842880103,0.35283,0.36015,0.348271,1.81,5.2,-3.39,4.59,7.45,-2.86
1583_MA-TS_15-16_Reactant,1583_MA-TS_15-16,1583_MA-TS_15-16_Product,-0.126105003653,-0.116796180366,-0.138801976806,0.408798,0.4159,0.39498,5.84,13.81,-7.97,4.46,13.13,-8.67
1585_MA-TS_15-16_Reactant,1585_MA-TS_15-16,1585_MA-TS_15-16_Product,-0.117227194378,-0.116816320208,-0.141840044811,0.41086,0.415091,0.394471,0.26,15.7,-15.44,2.65,12.94,-10.28
1586_MA-TS_15-16_Reactant,1586_MA-TS_15-16,1586_MA-TS_15-16_Product,-0.122261299956,-0.110763760537,-0.133975845152,0.405876,0.422293,0.398402,7.21,14.57,-7.35,10.3,14.99,-4.69
1587_MA-TS_15-16_Reactant,1587_MA-TS_15-16,1587_MA-TS_15-16_Product,-0.179331396677,-0.170662387035,-0.193920200222,0.362681,0.374947,0.353942,5.44,14.59,-9.15,7.7,13.18,-5.48
1588_MA-TS_15-16_Reactant,1588_MA-TS_15-16,1588_MA-TS_15-16_Product,-0.178999778491,-0.176102608345,-0.184424346493,0.364808,0.372154,0.361133,1.82,5.22,-3.4,4.61,6.92,-2.31
1590_MA-TS_15-16_Reactant,1590_MA-TS_15-16,1590_MA-TS_15-16_Product,-0.184048263282,-0.178764451175,-0.187580848987,0.361485,0.36684,0.356327,3.32,5.53,-2.22,3.36,6.6,-3.24
1591_MA-TS_15-16_Reactant,1591_MA-TS_15-16,1591_MA-TS_15-16_Product,-0.169250406908,-0.162459169215,-0.189665777676,0.358344,0.370766,0.359958,4.26,17.07,-12.81,7.79,6.78,1.01
1592_MA-TS_4-5_Reactant,1592_MA-TS_4-5,1592_MA-TS_4-5_Product,-0.170643925374,-0.162918527166,-0.184485594528,0.327696,0.338698,0.31535,4.85,13.53,-8.69,6.9,14.65,-7.75
1594_MA-TS_15-16_Reactant,1594_MA-TS_15-16,1594_MA-TS_15-16_Product,-0.239654447255,-0.239216254578,-0.256131940744,0.286337,0.28798,0.27498,0.27,10.61,-10.34,1.03,8.16,-7.13
1599_MA-TS_15-16_Reactant,1599_MA-TS_15-16,1599_MA-TS_15-16_Product,-0.233930838924,-0.235232357006,-0.255645057649,0.288179,0.289786,0.271558,-0.82,12.81,-13.63,1.01,11.44,-10.43
1601_MA-TS_15-16_Reactant,1601_MA-TS_15-16,1601_MA-TS_15-16_Product,-0.325272822128,-0.318596372566,-0.322206443496,0.18893,0.202924,0.198948,4.19,2.27,1.92,8.78,2.49,6.29
1604_MA-TS_9-10_Reactant,1604_MA-TS_9-10,1604_MA-TS_9-10_Product,-0.134685831485,-0.140135137071,-0.185983562548,0.203424,0.199532,0.153229,-3.42,28.77,-32.19,-2.44,29.06,-31.5
1611_MA-TS_35-36_Reactant,1611_MA-TS_35-36,1611_MA-TS_35-36_Product,-0.958552147831,-0.970576717641,-0.102164300968,0.520043,0.517658,0.51191,-7.55,-544.94,537.39,-1.5,3.61,-5.1
1612_MA-TS_37-38_Reactant,1612_MA-TS_37-38,1612_MA-TS_37-38_Product,-0.188941695318,-0.171130188761,-0.183491053501,0.433672,0.456607,0.445775,11.18,7.76,3.42,14.39,6.8,7.59
1613_MA-TS_35-36_Reactant,1613_MA-TS_35-36,1613_MA-TS_35-36_Product,-0.200537404266,-0.193713738955,-0.204186686983,0.397775,0.404266,0.394778,4.28,6.57,-2.29,4.07,5.95,-1.88
1614_MA-TS_36-37_Reactant,1614_MA-TS_36-37,1614_MA-TS_36-37_Product,-0.114479196976,-0.103936123124,-0.120823107624,0.452151,0.462881,0.446045,6.62,10.6,-3.98,6.73,10.56,-3.83
1615_MA-TS_28-29_Reactant,1615_MA-TS_28-29,1615_MA-TS_28-29_Product,-0.139088982578,-0.137979942526,-0.158915162962,0.273227,0.279072,0.276969,0.7,13.14,-12.44,3.67,1.32,2.35
1616_MA-TS_32-33_Reactant,1616_MA-TS_32-33,1616_MA-TS_32-33_Product,-0.102376525315,-0.91957736176,-0.992720816189,0.34947,0.363723,0.355171,-512.8,45.9,-558.7,8.94,5.37,3.58
1617_MA-TS_30-31_Reactant,1617_MA-TS_30-31,1617_MA-TS_30-31_Product,-0.230942934295,-0.222426679281,-0.239024519523,0.213815,0.226595,0.212432,5.34,10.42,-5.07,8.02,8.89,-0.87
1618_MA-TS_28-29_Reactant,1618_MA-TS_28-29,1618_MA-TS_28-29_Product,-0.134058162951,-0.132660161393,-0.151008804414,0.275426,0.2831,0.264719,0.88,11.51,-10.64,4.82,11.53,-6.72
1619_MA-TS_32-33_Reactant,1619_MA-TS_32-33,1619_MA-TS_32-33_Product,-0.113103384711,-0.110205673988,-0.140625651831,0.340659,0.344106,0.318458,1.82,19.09,-17.27,2.16,16.09,-13.93
1620_MA-TS_29-30_Reactant,1620_MA-TS_29-30,1620_MA-TS_29-30_Product,-0.349605840763,-0.322445845595,-0.346945132492,0.068241,0.095902,0.071922,17.04,15.37,1.67,17.36,15.05,2.31
1622_MA-TS_34-35_Reactant,1622_MA-TS_34-35,1622_MA-TS_34-35_Product,-0.320896368428,-0.316992913312,-0.328695128883,0.209878,0.217434,0.199348,2.45,7.34,-4.89,4.74,11.35,-6.61
1624_MA-TS_35-36_Reactant,1624_MA-TS_35-36,1624_MA-TS_35-36_Product,-0.271421050648,-0.254195535451,-0.284099374804,0.305125,0.322989,0.29593,10.81,18.76,-7.96,11.21,16.98,-5.77
1626_MA-TS_35-36_Reactant,1626_MA-TS_35-36,1626_MA-TS_35-36_Product,-0.24050140745,-0.233568595664,-0.245163381488,0.313154,0.32084,0.309554,4.35,7.28,-2.93,4.82,7.08,-2.26
1627_MA-TS_33-34_Reactant,1627_MA-TS_33-34,1627_MA-TS_33-34_Product,-0.196583652081,-0.192764085847,-0.197536550306,0.343449,0.35088,0.342861,2.4,2.99,-0.6,4.66,5.03,-0.37
1628_MA-TS_41-42_Reactant,1628_MA-TS_41-42,1628_MA-TS_41-42_Product,-0.245268564332,-0.241961497963,-0.243933575174,0.449853,0.453202,0.44835,2.08,1.24,0.84,2.1,3.04,-0.94
1629_MA-TS_35-36_Reactant,1629_MA-TS_35-36,1629_MA-TS_35-36_Product,-0.236590375828,-0.236170810176,-0.245816269201,0.313579,0.313171,0.305363,0.26,6.05,-5.79,-0.26,4.9,-5.16
1630_MA-TS_37-38_Reactant,1630_MA-TS_37-38,1630_MA-TS_37-38_Product,-0.310458404434,-0.31699644276,-0.339473386465,0.263536,0.259565,0.236884,-4.1,14.1,-18.21,-2.49,14.23,-16.72
1631_MA-TS_39-40_Reactant,1631_MA-TS_39-40,1631_MA-TS_39-40_Product,-0.399753051514,-0.399838761201,-0.406246339567,0.206488,0.206078,0.200365,-0.05,4.02,-4.07,-0.26,3.58,-3.84
1633_MA-TS_38-39_Reactant,1633_MA-TS_38-39,1633_MA-TS_38-39_Product,-0.320627075287,-0.315044165058,-0.324334898549,0.273173,0.284548,0.276548,3.5,5.83,-2.33,7.14,5.02,2.12
1634_MA-TS_34-35_Reactant,1634_MA-TS_34-35,1634_MA-TS_34-35_Product,-0.194094262624,-0.190998327064,-0.199635272618,0.372828,0.37775,0.375438,1.94,5.42,-3.48,3.09,1.45,1.64
1638_MA-TS_37-38_Reactant,1638_MA-TS_37-38,1638_MA-TS_37-38_Product,-0.426355212814,-0.416033446387,-0.436409528056,0.114198,0.130547,0.115875,6.48,12.79,-6.31,10.26,9.21,1.05
1639_MA-TS_35-36_Reactant,1639_MA-TS_35-36,1639_MA-TS_35-36_Product,-0.191561176538,-0.186238356393,-0.208486382742,0.370396,0.379579,0.357298,3.34,13.96,-10.62,5.76,13.98,-8.22
1641_MA-TS_35-36_Reactant,1641_MA-TS_35-36,1641_MA-TS_35-36_Product,-0.185751084261,-0.183114764239,-0.184629466374,0.388212,0.393137,0.393087,1.65,0.95,0.7,3.09,0.03,3.06
1643_MA-TS_36-37_Reactant,1643_MA-TS_36-37,1643_MA-TS_36-37_Product,-0.282677392589,-0.288399289316,-0.307789472734,0.27548,0.268875,0.253302,-3.59,12.17,-15.76,-4.14,9.77,-13.92
1645_MA-TS_32-33_Reactant,1645_MA-TS_32-33,1645_MA-TS_32-33_Product,-0.164868960994,-0.169491742014,-0.17656413597,0.384102,0.385091,0.373797,-2.9,4.44,-7.34,0.62,7.09,-6.47
1647_MA-TS_33-34_Reactant,1647_MA-TS_33-34,1647_MA-TS_33-34_Product,-0.161640701763,-0.167158733042,-0.17382650497,0.375629,0.370551,0.363986,-3.46,4.18,-7.65,-3.19,4.12,-7.31
1648_MA-TS_23-24_Reactant,1648_MA-TS_23-24,1648_MA-TS_23-24_Product,-0.151795063325,-0.151386134064,-0.158019102578,0.211493,0.211523,0.205106,0.26,4.16,-3.91,0.02,4.03,-4.01
1650_MA-TS_38-39_Reactant,1650_MA-TS_38-39,1650_MA-TS_38-39_Product,-0.5065250743,-0.504763162375,-0.507586891892,0.030281,0.03717,0.034354,1.11,1.77,-0.67,4.32,1.77,2.56
1651_MA-TS_7-8_Reactant,1651_MA-TS_7-8,1651_MA-TS_7-8_Product,-0.333040818443,-0.3420104266,-0.368638685328,-0.096052,-0.106427,-0.130366,-5.63,16.71,-22.34,-6.51,15.02,-21.53
1654_MA-TS_4-5_Reactant,1654_MA-TS_4-5,1654_MA-TS_4-5_Product,-0.322815672057,-0.327268227299,-0.354730686327,-0.108738,-0.117286,-0.144747,-2.79,17.23,-20.03,-5.36,17.23,-22.6
1657_MA-TS_3-4_Reactant,1657_MA-TS_3-4,1657_MA-TS_3-4_Product,-0.307895654251,-0.322025496345,-0.333304552215,0.04974,0.038775,0.024599,-8.87,7.08,-15.94,-6.88,8.9,-15.78
1662_MA-TS_4-5_Reactant,1662_MA-TS_4-5,1662_MA-TS_4-5_Product,-0.350940682594,-0.366029330348,-0.372443524361,-0.10041,-0.113253,-0.118407,-9.47,4.02,-13.49,-8.06,3.23,-11.29
1663_MA-TS_4-14_Reactant,1663_MA-TS_4-14,1663_MA-TS_4-14_Product,-0.242758977182,-0.257140418428,-0.270108675093,0.084233,0.07572,0.058762,-9.02,8.14,-17.16,-5.34,10.64,-15.98
1664_MA-TS_23-24_Reactant,1664_MA-TS_23-24,1664_MA-TS_23-24_Product,-0.421870521844,-0.431804323167,-0.452676664173,0.196907,0.185141,0.165959,-6.23,13.1,-19.33,-7.38,12.04,-19.42
1665_MA-TS_4-5_Reactant,1665_MA-TS_4-5,1665_MA-TS_4-5_Product,-0.341319287275,-0.355547097092,-0.362754641901,-0.04274,-0.05272,-0.060643,-8.93,4.52,-13.45,-6.26,4.97,-11.23
1666_MA-TS_4-5_Reactant,1666_MA-TS_4-5,1666_MA-TS_4-5_Product,-0.297159017917,-0.299244686124,-0.329157217844,-0.050019,-0.05262,-0.079202,-1.31,18.77,-20.08,-1.63,16.68,-18.31
1668_MA-TS_4-5_Reactant,1668_MA-TS_4-5,1668_MA-TS_4-5_Product,-0.293989394176,-0.30789763462,-0.313887786591,-0.045714,-0.058309,-0.064993,-8.73,3.76,-12.49,-7.9,4.19,-12.1
1672_MA-TS_4-5_Reactant,1672_MA-TS_4-5,1672_MA-TS_4-5_Product,-0.274145974741,-0.288253404064,-0.294276134129,-0.028035,-0.040233,-0.047181,-8.85,3.78,-12.63,-7.65,4.36,-12.01
1676_MA-TS_4-5_Reactant,1676_MA-TS_4-5,1676_MA-TS_4-5_Product,-0.359208467249,-0.368651073755,-0.39997391006,-0.004895,-0.015965,-0.042967,-5.93,19.66,-25.58,-6.95,16.94,-23.89
1678_MA-TS_15-16_Reactant,1678_MA-TS_15-16,1678_MA-TS_15-16_Product,-0.414595213683,-0.425286160689,-0.446530453079,-0.078897,-0.089023,-0.109493,-6.71,13.33,-20.04,-6.35,12.85,-19.2
1679_MA-TS_4-5_Reactant,1679_MA-TS_4-5,1679_MA-TS_4-5_Product,-0.251325770403,-0.253265427223,-0.271533124549,0.078863,0.083481,0.063507,-1.22,11.46,-12.68,2.9,12.53,-9.64
1685_MA-TS_3-4_Reactant,1685_MA-TS_3-4,1685_MA-TS_3-4_Product,-0.438541428979,-0.444840190534,-0.481515569809,-0.055439,-0.059361,-0.094506,-3.95,23.01,-26.97,-2.46,22.05,-24.51
1689_MA-TS_9-10_Reactant,1689_MA-TS_9-10,1689_MA-TS_9-10_Product,-0.294208713012,-0.309442953562,-0.314116428619,0.01336,-0.002194,-0.004393,-9.56,2.93,-12.49,-9.76,1.38,-11.14
1692_MA-TS_9-10_Reactant,1692_MA-TS_9-10,1692_MA-TS_9-10_Product,-0.306706142225,-0.317444375695,-0.335217783093,0.029375,0.015995,-0.003175,-6.74,11.15,-17.89,-8.4,12.03,-20.43
1693_MA-TS_16-17_Reactant,1693_MA-TS_16-17,1693_MA-TS_16-17_Product,-0.333128141793,-0.348033339448,-0.352983006393,0.10099,0.08667,0.08051,-9.35,3.11,-12.46,-8.99,3.87,-12.85
1697_MA-TS_7-8_Reactant,1697_MA-TS_7-8,1697_MA-TS_7-8_Product,-0.325148242299,-0.337619099438,-0.361315874451,-0.040594,-0.053644,-0.073975,-7.83,14.87,-22.7,-8.19,12.76,-20.95
1699_MA-TS_9-10_Reactant,1699_MA-TS_9-10,1699_MA-TS_9-10_Product,-0.321514412535,-0.333114991882,-0.355584798975,-0.037465,-0.046978,-0.068076,-7.28,14.1,-21.38,-5.97,13.24,-19.21
1701_MA-TS_4-5_Reactant,1701_MA-TS_4-5,1701_MA-TS_4-5_Product,-0.352492727479,-0.368118840872,-0.373117715692,-0.102009,-0.117893,-0.123638,-9.81,3.14,-12.94,-9.97,3.61,-13.57
1702_MA-TS_19-20_Reactant,1702_MA-TS_19-20,1702_MA-TS_19-20_Product,-0.452049708786,-0.462350704263,-0.480140881455,0.140762,0.127475,0.11274,-6.46,11.16,-17.63,-8.34,9.25,-17.58
1706_MA-TS_6-7_Reactant,1706_MA-TS_6-7,1706_MA-TS_6-7_Product,-0.742182183944,-0.741197871725,-0.742927992735,-0.152187,-0.149621,-0.151211,0.62,1.09,-0.47,1.61,1.0,0.61
1715_MA-TS_2-3_Reactant,1715_MA-TS_2-3,1715_MA-TS_2-3_Product,-0.302246779664,-0.29943967472,-0.304381414981,0.148466,0.151841,0.152842,1.76,3.1,-1.34,2.12,-0.63,2.75
1719_MA-TS_15-17_Reactant,1719_MA-TS_15-17,1719_MA-TS_15-17_Product,-0.324607500885,-0.322854454213,-0.337774695449,0.147496,0.158225,0.139526,1.1,9.36,-8.26,6.73,11.73,-5.0
1721_MA-TS_2-3_Reactant,1721_MA-TS_2-3,1721_MA-TS_2-3_Product,-0.323371128909,-0.309518660148,-0.311152012026,0.150469,0.170236,0.168016,8.69,1.02,7.67,12.4,1.39,11.01
1729_MA-TS_15-16_Reactant,1729_MA-TS_15-16,1729_MA-TS_15-16_Product,-0.268142775728,-0.26845374914,-0.273959713194,0.10736,0.107399,0.101828,-0.2,3.46,-3.65,0.02,3.5,-3.47
1733_MA-TS_17-18_Reactant,1733_MA-TS_17-18,1733_MA-TS_17-18_Product,-0.292674697307,-0.296821373169,-0.300602503758,0.13479,0.135902,0.129475,-2.6,2.37,-4.97,0.7,4.03,-3.34
1735_MA-TS_18-19_Reactant,1735_MA-TS_18-19,1735_MA-TS_18-19_Product,-0.295097680741,-0.293430759043,-0.310031714502,0.154925,0.162626,0.144251,1.05,10.42,-9.37,4.83,11.53,-6.7
1739_MA-TS_14-15_Reactant,1739_MA-TS_14-15,1739_MA-TS_14-15_Product,-0.322832401853,-0.329953111496,-0.346396123688,0.003365,0.000643,-0.019424,-4.47,10.32,-14.79,-1.71,12.59,-14.3
1741_MA-TS_16-17_Reactant,1741_MA-TS_16-17,1741_MA-TS_16-17_Product,-0.346519693431,-0.354721619104,-0.379000114006,0.036823,0.029335,0.006919,-5.15,15.23,-20.38,-4.7,14.07,-18.77
1743_MA-TS_17-18_Reactant,1743_MA-TS_17-18,1743_MA-TS_17-18_Product,-0.354991127294,-0.361423548156,-0.372432197392,0.048236,0.048814,0.032311,-4.04,6.91,-10.94,0.36,10.36,-9.99
1747_MA-TS_17-18_Reactant,1747_MA-TS_17-18,1747_MA-TS_17-18_Product,-0.289172767796,-0.294399727569,-0.302460463895,0.126962,0.120918,0.115787,-3.28,5.06,-8.34,-3.79,3.22,-7.01
1753_MA-TS_15-17_Reactant,1753_MA-TS_15-17,1753_MA-TS_15-17_Product,-0.331805515121,-0.326266764908,-0.340640883725,0.13599,0.145543,0.133233,3.48,9.02,-5.54,5.99,7.72,-1.73
1769_MA-TS_20-21_Reactant,1769_MA-TS_20-21,1769_MA-TS_20-21_Product,-0.355279787197,-0.357097049453,-0.360462295371,0.057304,0.056974,0.054875,-1.14,2.11,-3.25,-0.21,1.32,-1.52
1775_MA-TS_29-30_Reactant,1775_MA-TS_29-30,1775_MA-TS_29-30_Product,-0.601288218497,-0.601280784218,-0.602997986843,-0.095176,-0.093074,-0.094475,0.0,1.08,-1.07,1.32,0.88,0.44
1777_MA-TS_21-22_Reactant,1777_MA-TS_21-22,1777_MA-TS_21-22_Product,-0.367336510272,-0.371955938558,-0.391857370889,0.047076,0.042712,0.026029,-2.9,12.49,-15.39,-2.74,10.47,-13.21
1781_MA-TS_2-3_Reactant,1781_MA-TS_2-3,1781_MA-TS_2-3_Product,-0.739094070452,-0.881160539805,-0.116481128138,0.291997,0.283322,0.257104,-89.15,-479.84,390.7,-5.44,16.45,-21.9
1782_MA-TS_12-13_Reactant,1782_MA-TS_12-13,1782_MA-TS_12-13_Product,-0.280027934699,-0.265405356658,-0.265571560528,0.136683,0.157165,0.157366,9.18,0.1,9.07,12.85,-0.13,12.98
1783_MA-TS_4-5_Reactant,1783_MA-TS_4-5,1783_MA-TS_4-5_Product,-0.141562706002,-0.122756447375,-0.14126044772,0.314219,0.333434,0.316573,11.8,11.61,0.19,12.06,10.58,1.48
1786_MA-TS_30-31_Reactant,1786_MA-TS_30-31,1786_MA-TS_30-31_Product,-0.121721668381,-0.124174642666,-0.128930948236,0.383162,0.383177,0.37815,-1.54,2.98,-4.52,0.01,3.15,-3.15
1788_MA-TS_32-33_Reactant,1788_MA-TS_32-33,1788_MA-TS_32-33_Product,-0.215724778449,-0.215232691753,-0.238787779213,0.272509,0.271405,0.25054,0.31,14.78,-14.47,-0.69,13.09,-13.79
1792_MA-TS_5-6_Reactant,1792_MA-TS_5-6,1792_MA-TS_5-6_Product,-0.111076009151,-0.899578877124,-0.924044136491,0.492957,0.517954,0.516026,-494.79,15.35,-510.15,15.69,1.21,14.48
1794_MA-TS_5-6_Reactant,1794_MA-TS_5-6,1794_MA-TS_5-6_Product,-0.226377871926,-0.223153814809,-0.22880379535,0.465204,0.470962,0.471042,2.02,3.55,-1.52,3.61,-0.05,3.66
1796_MA-TS_5-6_Reactant,1796_MA-TS_5-6,1796_MA-TS_5-6_Product,-0.292780044383,-0.287914086794,-0.301331353888,0.332764,0.345636,0.335526,3.05,8.42,-5.37,8.08,6.34,1.73
