Reactant,Datapoint,Product,eR,eTS,eP,GR,GTS,GP,deTSR,deTSP,dePR,dGTSR,dGTSP,dGPR
715_MA-TS_33-34_Reactant,715_MA-TS_33-34,715_MA-TS_33-34_Product,-2462.80165665,-2462.77967254,-2462.7867724,-2462.092958,-2462.069524,-2462.077123,13.8,4.46,9.34,14.71,4.77,9.94
716_MA-TS_26-27_Reactant,716_MA-TS_26-27,716_MA-TS_26-27_Product,-1980.09520702,-1980.08403812,-1980.08507449,-1979.629117,-1979.615387,-1979.615804,7.01,0.65,6.36,8.62,0.26,8.35
717_MA-TS_34-35_Reactant,717_MA-TS_34-35,717_MA-TS_34-35_Product,-2328.97304945,-2328.95015268,-2328.95041846,-2328.329808,-2328.308906,-2328.309886,14.37,0.17,14.2,13.12,0.61,12.5
718_MA-TS_33-34_Reactant,718_MA-TS_33-34,718_MA-TS_33-34_Product,-2286.00866905,-2286.00418227,-2286.02966108,-2285.464368,-2285.458052,-2285.483099,2.82,15.99,-13.17,3.96,15.72,-11.75
723_MA-TS_3-4_Reactant,723_MA-TS_3-4,723_MA-TS_3-4_Product,-2328.99064121,-2328.98413251,-2328.98887589,-2328.346398,-2328.336407,-2328.343249,4.08,2.98,1.11,6.27,4.29,1.98
725_MA-TS_34-35_Reactant,725_MA-TS_34-35,725_MA-TS_34-35_Product,-2326.56929703,-2326.5127615,-2326.53342784,-2325.975632,-2325.917495,-2325.938598,35.48,12.97,22.51,36.48,13.24,23.24
726_MA-TS_27-28_Reactant,726_MA-TS_27-28,726_MA-TS_27-28_Product,-2019.3676881,-2019.3452675,-2019.34861653,-2018.87514,-2018.849498,-2018.85154,14.07,2.1,11.97,16.09,1.28,14.81
730_MA-TS_33-34_Reactant,730_MA-TS_33-34,730_MA-TS_33-34_Product,-2289.68384996,-2289.67463984,-2289.67678509,-2289.069354,-2289.055368,-2289.056332,5.78,1.35,4.43,8.78,0.6,8.17
739_MA-TS_11-12_Reactant,739_MA-TS_11-12,739_MA-TS_11-12_Product,-2471.31553346,-2471.29995653,-2471.30100705,-2470.672854,-2470.656967,-2470.658841,9.77,0.66,9.12,9.97,1.18,8.79
743_MA-TS_6-7_Reactant,743_MA-TS_6-7,743_MA-TS_6-7_Product,-2299.41094696,-2299.40397289,-2299.40780094,-2298.850868,-2298.8397,-2298.844437,4.38,2.4,1.97,7.01,2.97,4.04
747_MA-TS_6-7_Reactant,747_MA-TS_6-7,747_MA-TS_6-7_Product,-2104.24554184,-2104.21664461,-2104.22043813,-2103.800305,-2103.776599,-2103.780074,18.13,2.38,15.75,14.88,2.18,12.7
749_MA-TS_6-7_Reactant,749_MA-TS_6-7,749_MA-TS_6-7_Product,-2301.62943039,-2301.62361872,-2301.62750146,-2301.040771,-2301.031227,-2301.035768,3.65,2.44,1.21,5.99,2.85,3.14
754_MA-TS_35-36_Reactant,754_MA-TS_35-36,754_MA-TS_35-36_Product,-2385.45220302,-2385.41451708,-2385.4177515,-2384.775089,-2384.740234,-2384.742669,23.65,2.03,21.62,21.87,1.53,20.34
755_MA-TS_36-37_Reactant,755_MA-TS_36-37,755_MA-TS_36-37_Product,-2424.7249722,-2424.71471339,-2424.71808763,-2424.023808,-2424.007957,-2424.013317,6.44,2.12,4.32,9.95,3.36,6.58
756_MA-TS_39-40_Reactant,756_MA-TS_39-40,756_MA-TS_39-40_Product,-2738.17555993,-2738.15904588,-2738.16457105,-2737.506425,-2737.484364,-2737.488148,10.36,3.47,6.9,13.84,2.37,11.47
759_MA-TS_38-39_Reactant,759_MA-TS_38-39,759_MA-TS_38-39_Product,-2597.81752808,-2597.80513575,-2597.80700399,-2597.138019,-2597.118778,-2597.120964,7.78,1.17,6.6,12.07,1.37,10.7
760_MA-TS_37-38_Reactant,760_MA-TS_37-38,760_MA-TS_37-38_Product,-2480.06087,-2480.02942284,-2480.03145593,-2479.332877,-2479.302483,-2479.304206,19.73,1.28,18.46,19.07,1.08,17.99
761_MA-TS_40-41_Reactant,761_MA-TS_40-41,761_MA-TS_40-41_Product,-2702.95715219,-2702.95319827,-2702.96565848,-2702.263668,-2702.257998,-2702.265929,2.48,7.82,-5.34,3.56,4.98,-1.42
764_MA-TS_37-38_Reactant,764_MA-TS_37-38,764_MA-TS_37-38_Product,-5014.0644838,-5014.05469724,-5014.05782918,-5013.382079,-5013.372021,-5013.375022,6.14,1.97,4.18,6.31,1.88,4.43
765_MA-TS_37-38_Reactant,765_MA-TS_37-38,765_MA-TS_37-38_Product,-2539.90078915,-2539.88201189,-2539.88578185,-2539.218922,-2539.190581,-2539.195051,11.78,2.37,9.42,17.78,2.8,14.98
768_MA-TS_38-39_Reactant,768_MA-TS_38-39,768_MA-TS_38-39_Product,-2621.75733676,-2621.74671854,-2621.77698686,-2621.111408,-2621.097516,-2621.121137,6.66,18.99,-12.33,8.72,14.82,-6.11
774_MA-TS_37-38_Reactant,774_MA-TS_37-38,774_MA-TS_37-38_Product,-2555.95725318,-2555.94889309,-2555.95109708,-2555.27872,-2555.268613,-2555.269452,5.25,1.38,3.86,6.34,0.53,5.82
777_MA-TS_36-37_Reactant,777_MA-TS_36-37,777_MA-TS_36-37_Product,-2779.70749822,-2779.67034002,-2779.67083228,-2779.018569,-2778.984024,-2778.98393,23.32,0.31,23.01,21.68,-0.06,21.74
778_MA-TS_37-38_Reactant,778_MA-TS_37-38,778_MA-TS_37-38_Product,-2539.89508192,-2539.87975067,-2539.8821428,-2539.212425,-2539.193678,-2539.196373,9.62,1.5,8.12,11.76,1.69,10.07
797_MA-TS_39-40_Reactant,797_MA-TS_39-40,797_MA-TS_39-40_Product,-2704.90163516,-2704.88814016,-2704.89284553,-2704.236739,-2704.220809,-2704.2251,8.47,2.95,5.52,10.0,2.69,7.3
798_MA-TS_38-39_Reactant,798_MA-TS_38-39,798_MA-TS_38-39_Product,-2569.99223898,-2569.96363358,-2569.97426795,-2569.301815,-2569.273857,-2569.281995,17.95,6.67,11.28,17.54,5.11,12.44
807_MA-TS_40-41_Reactant,807_MA-TS_40-41,807_MA-TS_40-41_Product,-2864.97971781,-2864.96491575,-2864.96652015,-2864.354245,-2864.34033,-2864.341831,9.29,1.01,8.28,8.73,0.94,7.79
808_MA-TS_38-39_Reactant,808_MA-TS_38-39,808_MA-TS_38-39_Product,-2602.99898759,-2602.998121,-2603.0076203,-2602.320814,-2602.317263,-2602.325888,0.54,5.96,-5.42,2.23,5.41,-3.18
809_MA-TS_43-44_Reactant,809_MA-TS_43-44,809_MA-TS_43-44_Product,-2814.14991664,-2814.14109607,-2814.14592248,-2813.374367,-2813.361172,-2813.365965,5.53,3.03,2.51,8.28,3.01,5.27
811_MA-TS_37-38_Reactant,811_MA-TS_37-38,811_MA-TS_37-38_Product,-2564.93026879,-2564.90812902,-2564.91040008,-2564.266428,-2564.240577,-2564.243561,13.89,1.43,12.47,16.22,1.87,14.35
813_MA-TS_35-36_Reactant,813_MA-TS_35-36,813_MA-TS_35-36_Product,-2433.31498066,-2433.29381464,-2433.31778351,-2432.684509,-2432.66304,-2432.679741,13.28,15.04,-1.76,13.47,10.48,2.99
814_MA-TS_42-43_Reactant,814_MA-TS_42-43,814_MA-TS_42-43_Product,-2794.74646695,-2794.72203229,-2794.72253331,-2794.005453,-2793.979157,-2793.981652,15.33,0.31,15.02,16.5,1.57,14.94
822_MA-TS_34-35_Reactant,822_MA-TS_34-35,822_MA-TS_34-35_Product,-2429.90553535,-2429.88254155,-2429.90958812,-2429.324433,-2429.297576,-2429.323581,14.43,16.97,-2.54,16.85,16.32,0.53
823_MA-TS_30-31_Reactant,823_MA-TS_30-31,823_MA-TS_30-31_Product,-2257.99819109,-2257.97929187,-2257.98042556,-2257.494413,-2257.474097,-2257.473357,11.86,0.71,11.15,12.75,-0.46,13.21
825_MA-TS_32-33_Reactant,825_MA-TS_32-33,825_MA-TS_32-33_Product,-2372.36981454,-2372.35703241,-2372.36094084,-2371.845907,-2371.829458,-2371.833789,8.02,2.45,5.57,10.32,2.72,7.6
826_MA-TS_33-34_Reactant,826_MA-TS_33-34,826_MA-TS_33-34_Product,-2411.66759622,-2411.64376574,-2411.65199036,-2411.111745,-2411.084647,-2411.092507,14.95,5.16,9.79,17.0,4.93,12.07
828_MA-TS_36-37_Reactant,828_MA-TS_36-37,828_MA-TS_36-37_Product,-2528.06559628,-2528.05355507,-2528.06185166,-2527.376552,-2527.361778,-2527.367035,7.56,5.21,2.35,9.27,3.3,5.97
830_MA-TS_38-39_Reactant,830_MA-TS_38-39,830_MA-TS_38-39_Product,-2657.50458584,-2657.50054892,-2657.50724889,-2656.891341,-2656.886573,-2656.891697,2.53,4.2,-1.67,2.99,3.22,-0.22
831_MA-TS_35-36_Reactant,831_MA-TS_35-36,831_MA-TS_35-36_Product,-2470.35392926,-2470.33772117,-2470.36099984,-2469.739997,-2469.721442,-2469.741421,10.17,14.61,-4.44,11.64,12.54,-0.89
832_MA-TS_42-43_Reactant,832_MA-TS_42-43,832_MA-TS_42-43_Product,-2793.53444502,-2793.52746188,-2793.53074461,-2792.815565,-2792.804479,-2792.808548,4.38,2.06,2.32,6.96,2.55,4.4
833_MA-TS_37-38_Reactant,833_MA-TS_37-38,833_MA-TS_37-38_Product,-2583.63446254,-2583.61345189,-2583.62459393,-2582.998675,-2582.97513,-2582.984608,13.18,6.99,6.19,14.77,5.95,8.83
836_MA-TS_7-8_Reactant,836_MA-TS_7-8,836_MA-TS_7-8_Product,-2267.99864877,-2267.99540866,-2268.04085101,-2267.463951,-2267.460877,-2267.504251,2.03,28.52,-26.48,1.93,27.22,-25.29
839_MA-TS_7-8_Reactant,839_MA-TS_7-8,839_MA-TS_7-8_Product,-2268.01778541,-2268.00702015,-2268.03928069,-2267.479272,-2267.46688,-2267.496858,6.76,20.24,-13.49,7.78,18.81,-11.04
840_MA-TS_2-3_Reactant,840_MA-TS_2-3,840_MA-TS_2-3_Product,-2051.34773806,-2051.33309293,-2051.33861239,-2050.881172,-2050.864656,-2050.869558,9.19,3.46,5.73,10.36,3.08,7.29
841_MA-TS_29-30_Reactant,841_MA-TS_29-30,841_MA-TS_29-30_Product,-2166.82698133,-2166.81879684,-2166.82120629,-2166.317865,-2166.306034,-2166.308712,5.14,1.51,3.62,7.42,1.68,5.74
842_MA-TS_4-5_Reactant,842_MA-TS_4-5,842_MA-TS_4-5_Product,-2447.16058138,-2447.15044075,-2447.16522447,-2446.717208,-2446.704644,-2446.718411,6.36,9.28,-2.91,7.88,8.64,-0.75
845_MA-TS_30-31_Reactant,845_MA-TS_30-31,845_MA-TS_30-31_Product,-2249.61860155,-2249.60706757,-2249.60872022,-2249.02277,-2249.007388,-2249.008011,7.24,1.04,6.2,9.65,0.39,9.26
848_MA-TS_43-44_Reactant,848_MA-TS_43-44,848_MA-TS_43-44_Product,-3162.35451302,-3162.34608475,-3162.35379232,-3161.612649,-3161.599198,-3161.604764,5.29,4.84,0.45,8.44,3.49,4.95
854_MA-TS_42-43_Reactant,854_MA-TS_42-43,854_MA-TS_42-43_Product,-2727.32433608,-2727.3020606,-2727.30531235,-2726.585002,-2726.559733,-2726.562245,13.98,2.04,11.94,15.86,1.58,14.28
855_MA-TS_29-30_Reactant,855_MA-TS_29-30,855_MA-TS_29-30_Product,-2246.26881891,-2246.24734264,-2246.25645827,-2245.721662,-2245.700562,-2245.708806,13.48,5.72,7.76,13.24,5.17,8.07
856_MA-TS_30-31_Reactant,856_MA-TS_30-31,856_MA-TS_30-31_Product,-2285.52566731,-2285.5151511,-2285.51713552,-2284.958388,-2284.944329,-2284.946678,6.6,1.25,5.35,8.82,1.47,7.35
857_MA-TS_33-34_Reactant,857_MA-TS_33-34,857_MA-TS_33-34_Product,-2382.31150161,-2382.2751443,-2382.28348896,-2381.669007,-2381.630193,-2381.636315,22.81,5.24,17.58,24.36,3.84,20.51
859_MA-TS_34-35_Reactant,859_MA-TS_34-35,859_MA-TS_34-35_Product,-2817.39708847,-2817.36867711,-2817.37203075,-2816.747964,-2816.718763,-2816.722666,17.83,2.1,15.72,18.32,2.45,15.87
863_MA-TS_35-36_Reactant,863_MA-TS_35-36,863_MA-TS_35-36_Product,-2856.65309033,-2856.62808821,-2856.65478995,-2855.981383,-2855.952198,-2855.976306,15.69,16.76,-1.07,18.31,15.13,3.19
864_MA-TS_45-46_Reactant,864_MA-TS_45-46,864_MA-TS_45-46_Product,-3256.94408395,-3256.90591773,-3256.91132025,-3256.158228,-3256.125727,-3256.127298,23.95,3.39,20.56,20.39,0.99,19.41
869_MA-TS_38-39_Reactant,869_MA-TS_38-39,869_MA-TS_38-39_Product,-3329.6213762,-3329.59624368,-3329.59889232,-3328.959866,-3328.931924,-3328.934271,15.77,1.66,14.11,17.53,1.47,16.06
873_MA-TS_46-47_Reactant,873_MA-TS_46-47,873_MA-TS_46-47_Product,-3296.19655652,-3296.195657,-3296.2075142,-3295.389431,-3295.389018,-3295.397298,0.56,7.44,-6.88,0.26,5.2,-4.94
876_MA-TS_31-32_Reactant,876_MA-TS_31-32,876_MA-TS_31-32_Product,-2368.24717702,-2368.22894508,-2368.23423372,-2367.758272,-2367.740329,-2367.74244,11.44,3.32,8.12,11.26,1.32,9.93
877_MA-TS_31-32_Reactant,877_MA-TS_31-32,877_MA-TS_31-32_Product,-2368.24159815,-2368.22986455,-2368.23740897,-2367.751525,-2367.739208,-2367.746052,7.36,4.73,2.63,7.73,4.29,3.43
879_MA-TS_28-29_Reactant,879_MA-TS_28-29,879_MA-TS_28-29_Product,-2130.67477727,-2130.65262103,-2130.65415644,-2130.192681,-2130.170931,-2130.172136,13.9,0.96,12.94,13.65,0.76,12.89
881_MA-TS_16-17_Reactant,881_MA-TS_16-17,881_MA-TS_16-17_Product,-1876.78552933,-1876.76825726,-1876.7690894,-1876.364836,-1876.342018,-1876.341698,10.84,0.52,10.32,14.32,-0.2,14.52
882_MA-TS_28-29_Reactant,882_MA-TS_28-29,882_MA-TS_28-29_Product,-2106.68064683,-2106.66741692,-2106.67777814,-2106.186864,-2106.170971,-2106.178142,8.3,6.5,1.8,9.97,4.5,5.47
883_MA-TS_4-5_Reactant,883_MA-TS_4-5,883_MA-TS_4-5_Product,-2204.64802688,-2204.61772961,-2204.63208839,-2204.061706,-2204.032244,-2204.04391,19.01,9.01,10.0,18.49,7.32,11.17
886_MA-TS_28-29_Reactant,886_MA-TS_28-29,886_MA-TS_28-29_Product,-2071.95644025,-2071.93301717,-2071.9332971,-2071.42366,-2071.397759,-2071.399287,14.7,0.18,14.52,16.25,0.96,15.29
887_MA-TS_31-32_Reactant,887_MA-TS_31-32,887_MA-TS_31-32_Product,-2185.0171871,-2185.00999061,-2185.01945052,-2184.485593,-2184.473691,-2184.481799,4.52,5.94,-1.42,7.47,5.09,2.38
891_MA-TS_31-32_Reactant,891_MA-TS_31-32,891_MA-TS_31-32_Product,-2185.01773321,-2185.00803845,-2185.01576761,-2184.485245,-2184.469885,-2184.477516,6.08,4.85,1.23,9.64,4.79,4.85
893_MA-TS_27-28_Reactant,893_MA-TS_27-28,893_MA-TS_27-28_Product,-2031.53437667,-2031.51724754,-2031.51968125,-2031.049485,-2031.029621,-2031.028073,10.75,1.53,9.22,12.46,-0.97,13.44
896_MA-TS_31-32_Reactant,896_MA-TS_31-32,896_MA-TS_31-32_Product,-2178.99355174,-2178.96849265,-2178.98089712,-2178.491556,-2178.461746,-2178.473722,15.72,7.78,7.94,18.71,7.52,11.19
897_MA-TS_32-33_Reactant,897_MA-TS_32-33,897_MA-TS_32-33_Product,-2234.74688546,-2234.7351927,-2234.74152727,-2234.20775,-2234.192509,-2234.197346,7.34,3.98,3.36,9.56,3.04,6.53
900_MA-TS_30-31_Reactant,900_MA-TS_30-31,900_MA-TS_30-31_Product,-2062.67392482,-2062.65978704,-2062.67521339,-2062.132703,-2062.116495,-2062.131016,8.87,9.68,-0.81,10.17,9.11,1.06
904_MA-TS_31-32_Reactant,904_MA-TS_31-32,904_MA-TS_31-32_Product,-2145.78194449,-2145.77315746,-2145.78055081,-2145.239161,-2145.228432,-2145.234643,5.51,4.64,0.87,6.73,3.9,2.84
916_MA-TS_39-40_Reactant,916_MA-TS_39-40,916_MA-TS_39-40_Product,-2543.34110986,-2543.33329441,-2543.34422181,-2542.664481,-2542.651943,-2542.658422,4.9,6.86,-1.95,7.87,4.07,3.8
917_MA-TS_31-32_Reactant,917_MA-TS_31-32,917_MA-TS_31-32_Product,-4619.967542,-4619.94375416,-4619.94512068,-4619.42715,-4619.406163,-4619.406301,14.93,0.86,14.07,13.17,0.09,13.08
919_MA-TS_36-37_Reactant,919_MA-TS_36-37,919_MA-TS_36-37_Product,-2389.67952001,-2389.6782367,-2389.68833843,-2389.053646,-2389.051003,-2389.061499,0.81,6.34,-5.53,1.66,6.59,-4.93
920_MA-TS_32-33_Reactant,920_MA-TS_32-33,920_MA-TS_32-33_Product,-2379.72694099,-2379.71525935,-2379.72186273,-2379.247705,-2379.232459,-2379.236619,7.33,4.14,3.19,9.57,2.61,6.96
922_MA-TS_36-37_Reactant,922_MA-TS_36-37,922_MA-TS_36-37_Product,-2809.86878797,-2809.86410952,-2809.86433157,-2809.28087,-2809.273552,-2809.273013,2.94,0.14,2.8,4.59,-0.34,4.93
924_MA-TS_28-29_Reactant,924_MA-TS_28-29,924_MA-TS_28-29_Product,-4542.36824553,-4542.35655033,-4542.36319531,-4541.881193,-4541.866469,-4541.871901,7.34,4.17,3.17,9.24,3.41,5.83
926_MA-TS_31-32_Reactant,926_MA-TS_31-32,926_MA-TS_31-32_Product,-2579.80027896,-2579.78525946,-2579.80191394,-2579.302266,-2579.286764,-2579.301502,9.42,10.45,-1.03,9.73,9.25,0.48
929_MA-TS_30-31_Reactant,929_MA-TS_30-31,929_MA-TS_30-31_Product,-2046.67402626,-2046.65369389,-2046.6677578,-2046.121617,-2046.097868,-2046.108875,12.76,8.83,3.93,14.9,6.91,8.0
935_MA-TS_29-30_Reactant,935_MA-TS_29-30,935_MA-TS_29-30_Product,-2367.38144638,-2367.37012152,-2367.37380064,-2366.863752,-2366.850646,-2366.852769,7.11,2.31,4.8,8.22,1.33,6.89
937_MA-TS_33-34_Reactant,937_MA-TS_33-34,937_MA-TS_33-34_Product,-2383.35974338,-2383.3295008,-2383.35743396,-2382.807957,-2382.779225,-2382.802168,18.98,17.53,1.45,18.03,14.4,3.63
938_MA-TS_31-32_Reactant,938_MA-TS_31-32,938_MA-TS_31-32_Product,-2305.75477655,-2305.7427058,-2305.75227239,-2305.254477,-2305.240073,-2305.248486,7.57,6.0,1.57,9.04,5.28,3.76
941_MA-TS_28-29_Reactant,941_MA-TS_28-29,941_MA-TS_28-29_Product,-2043.02473146,-2043.01319253,-2043.01960709,-2042.543995,-2042.530767,-2042.534708,7.24,4.03,3.22,8.3,2.47,5.83
950_MA-TS_38-39_Reactant,950_MA-TS_38-39,950_MA-TS_38-39_Product,-3469.43084612,-3469.42640925,-3469.43779151,-3468.799626,-3468.79459,-3468.802698,2.78,7.14,-4.36,3.16,5.09,-1.93
957_MA-TS_38-39_Reactant,957_MA-TS_38-39,957_MA-TS_38-39_Product,-3449.57589099,-3449.55596737,-3449.55634972,-3448.938719,-3448.913419,-3448.915688,12.5,0.24,12.26,15.88,1.42,14.45
961_MA-TS_37-38_Reactant,961_MA-TS_37-38,961_MA-TS_37-38_Product,-3430.12694162,-3430.12126112,-3430.12412952,-3429.529774,-3429.520287,-3429.521478,3.56,1.8,1.76,5.95,0.75,5.21
963_MA-TS_34-35_Reactant,963_MA-TS_34-35,963_MA-TS_34-35_Product,-3277.68553797,-3277.65266681,-3277.66968921,-3277.125238,-3277.090233,-3277.105308,20.63,10.68,9.95,21.97,9.46,12.51
967_MA-TS_45-46_Reactant,967_MA-TS_45-46,967_MA-TS_45-46_Product,-3315.49700579,-3315.49441918,-3315.50277678,-3314.719934,-3314.716525,-3314.72421,1.62,5.24,-3.62,2.14,4.82,-2.68
969_MA-TS_37-38_Reactant,969_MA-TS_37-38,969_MA-TS_37-38_Product,-3410.26172133,-3410.23323726,-3410.23425774,-3409.655874,-3409.624542,-3409.62546,17.87,0.64,17.23,19.66,0.58,19.09
972_MA-TS_41-42_Reactant,972_MA-TS_41-42,972_MA-TS_41-42_Product,-3071.89361673,-3071.89276533,-3071.90690492,-3071.153497,-3071.152023,-3071.16418,0.53,8.87,-8.34,0.92,7.63,-6.7
973_MA-TS_37-38_Reactant,973_MA-TS_37-38,973_MA-TS_37-38_Product,-2970.5001277,-2970.47398572,-2970.50947498,-2969.901366,-2969.875072,-2969.906269,16.4,22.27,-5.87,16.5,19.58,-3.08
974_MA-TS_39-40_Reactant,974_MA-TS_39-40,974_MA-TS_39-40_Product,-3488.86833444,-3488.82760053,-3488.84741369,-3488.203731,-3488.163497,-3488.178934,25.56,12.43,13.13,25.25,9.69,15.56
976_MA-TS_36-37_Reactant,976_MA-TS_36-37,976_MA-TS_36-37_Product,-3390.84197302,-3390.83257672,-3390.84026331,-3390.270714,-3390.257486,-3390.264489,5.9,4.82,1.07,8.3,4.39,3.91
977_MA-TS_41-42_Reactant,977_MA-TS_41-42,977_MA-TS_41-42_Product,-3199.3251482,-3199.31586323,-3199.33245432,-3198.663358,-3198.648808,-3198.662775,5.83,10.41,-4.58,9.13,8.76,0.37
979_MA-TS_43-44_Reactant,979_MA-TS_43-44,979_MA-TS_43-44_Product,-3220.96168957,-3220.95388518,-3220.95760303,-3220.230163,-3220.220321,-3220.221879,4.9,2.33,2.56,6.18,0.98,5.2
980_MA-TS_46-47_Reactant,980_MA-TS_46-47,980_MA-TS_46-47_Product,-3354.78016122,-3354.75864232,-3354.78248385,-3353.980406,-3353.958775,-3353.979917,13.5,14.96,-1.46,13.57,13.27,0.31
982_MA-TS_42-43_Reactant,982_MA-TS_42-43,982_MA-TS_42-43_Product,-3084.58522705,-3084.55586272,-3084.55735776,-3083.912174,-3083.884957,-3083.886233,18.43,0.94,17.49,17.08,0.8,16.28
983_MA-TS_37-38_Reactant,983_MA-TS_37-38,983_MA-TS_37-38_Product,-2455.3045826,-2455.27812293,-2455.31247702,-2454.741124,-2454.714515,-2454.739255,16.6,21.56,-4.95,16.7,15.52,1.17
986_MA-TS_34-35_Reactant,986_MA-TS_34-35,986_MA-TS_34-35_Product,-2357.14500738,-2357.12714398,-2357.12986747,-2356.606721,-2356.590694,-2356.592575,11.21,1.71,9.5,10.06,1.18,8.88
988_MA-TS_33-34_Reactant,988_MA-TS_33-34,988_MA-TS_33-34_Product,-2319.04603409,-2319.03071541,-2319.04176774,-2318.516384,-2318.497581,-2318.505346,9.61,6.94,2.68,11.8,4.87,6.93
990_MA-TS_32-33_Reactant,990_MA-TS_32-33,990_MA-TS_32-33_Product,-2283.58972281,-2283.56537097,-2283.59470137,-2283.08567,-2283.06127,-2283.08626,15.28,18.41,-3.12,15.31,15.68,-0.37
992_MA-TS_34-35_Reactant,992_MA-TS_34-35,992_MA-TS_34-35_Product,-2317.84973445,-2317.83259927,-2317.84467113,-2317.331051,-2317.312191,-2317.323006,10.75,7.58,3.18,11.83,6.79,5.05
993_MA-TS_32-33_Reactant,993_MA-TS_32-33,993_MA-TS_32-33_Product,-2240.50467747,-2240.4843638,-2240.48436785,-2240.022614,-2239.99982,-2240.000837,12.75,0.0,12.74,14.3,0.64,13.67
996_MA-TS_37-38_Reactant,996_MA-TS_37-38,996_MA-TS_37-38_Product,-2513.41262898,-2513.40404366,-2513.40436598,-2512.838458,-2512.828527,-2512.829473,5.39,0.2,5.19,6.23,0.59,5.64
997_MA-TS_33-34_Reactant,997_MA-TS_33-34,997_MA-TS_33-34_Product,-2301.82741016,-2301.82274609,-2301.82786528,-2301.304467,-2301.297941,-2301.302517,2.93,3.21,-0.29,4.1,2.87,1.22
999_MA-TS_33-34_Reactant,999_MA-TS_33-34,999_MA-TS_33-34_Product,-2317.8634317,-2317.84762266,-2317.85288791,-2317.349156,-2317.332494,-2317.335864,9.92,3.3,6.62,10.46,2.11,8.34
1000_MA-TS_35-36_Reactant,1000_MA-TS_35-36,1000_MA-TS_35-36_Product,-2363.12417452,-2363.11159036,-2363.12023783,-2362.563198,-2362.549895,-2362.555318,7.9,5.43,2.47,8.35,3.4,4.94
1001_MA-TS_38-39_Reactant,1001_MA-TS_38-39,1001_MA-TS_38-39_Product,-2493.37225602,-2493.3658399,-2493.36708067,-2492.797483,-2492.788877,-2492.78979,4.03,0.78,3.25,5.4,0.57,4.83
1002_MA-TS_32-33_Reactant,1002_MA-TS_32-33,1002_MA-TS_32-33_Product,-2606.53067338,-2606.51873273,-2606.53196027,-2606.02981,-2606.016818,-2606.025826,7.49,8.3,-0.81,8.15,5.65,2.5
1013_MA-TS_22-23_Reactant,1013_MA-TS_22-23,1013_MA-TS_22-23_Product,-2208.4887702,-2208.47043718,-2208.47151024,-2208.12481,-2208.100617,-2208.101192,11.5,0.67,10.83,15.18,0.36,14.82
1015_MA-TS_38-39_Reactant,1015_MA-TS_38-39,1015_MA-TS_38-39_Product,-2496.78516335,-2496.78314303,-2496.7883467,-2496.202337,-2496.197716,-2496.202616,1.27,3.27,-2.0,2.9,3.07,-0.18
1016_MA-TS_40-41_Reactant,1016_MA-TS_40-41,1016_MA-TS_40-41_Product,-2534.63438843,-2534.61429082,-2534.61455018,-2534.066399,-2534.04034,-2534.042441,12.61,0.16,12.45,16.35,1.32,15.03
1019_MA-TS_40-41_Reactant,1019_MA-TS_40-41,1019_MA-TS_40-41_Product,-2534.61972807,-2534.60632084,-2534.61402265,-2534.05422,-2534.037351,-2534.045121,8.41,4.83,3.58,10.59,4.88,5.71
1023_MA-TS_33-34_Reactant,1023_MA-TS_33-34,1023_MA-TS_33-34_Product,-2461.38962289,-2461.36928015,-2461.3706093,-2460.870221,-2460.847377,-2460.849522,12.77,0.83,11.93,14.33,1.35,12.99
1026_MA-TS_3-4_Reactant,1026_MA-TS_3-4,1026_MA-TS_3-4_Product,-2884.77427323,-2884.75295271,-2884.75402632,-2884.038572,-2884.015379,-2884.016728,13.38,0.67,12.71,14.55,0.85,13.71
1027_MA-TS_32-33_Reactant,1027_MA-TS_32-33,1027_MA-TS_32-33_Product,-2461.20408891,-2461.18463859,-2461.19235562,-2460.695307,-2460.674399,-2460.680842,12.21,4.84,7.36,13.12,4.04,9.08
1038_MA-TS_6-7_Reactant,1038_MA-TS_6-7,1038_MA-TS_6-7_Product,-1426.67842856,-1426.67099067,-1426.67107143,-1426.417056,-1426.40779,-1426.409098,4.67,0.05,4.62,5.81,0.82,4.99
1039_MA-TS_23-24_Reactant,1039_MA-TS_23-24,1039_MA-TS_23-24_Product,-2388.46247064,-2388.44763767,-2388.47520043,-2387.997571,-2387.980603,-2388.004718,9.31,17.3,-7.99,10.65,15.13,-4.48
1040_MA-TS_24-25_Reactant,1040_MA-TS_24-25,1040_MA-TS_24-25_Product,-2847.91945618,-2847.90665305,-2847.91089145,-2847.463961,-2847.454579,-2847.458393,8.03,2.66,5.37,5.89,2.39,3.49
1041_MA-TS_17-18_Reactant,1041_MA-TS_17-18,1041_MA-TS_17-18_Product,-2082.24660265,-2082.24625246,-2082.25641126,-2081.877559,-2081.875635,-2081.884629,0.22,6.37,-6.15,1.21,5.64,-4.44
1046_MA-TS_31-32_Reactant,1046_MA-TS_31-32,1046_MA-TS_31-32_Product,-2342.24978638,-2342.21122942,-2342.22611079,-2341.72993,-2341.689761,-2341.70322,24.19,9.34,14.86,25.21,8.45,16.76
1048_MA-TS_52-53_Reactant,1048_MA-TS_52-53,1048_MA-TS_52-53_Product,-3223.54334025,-3223.54114002,-3223.550589,-3222.628918,-3222.625754,-3222.630876,1.38,5.93,-4.55,1.99,3.21,-1.23
