Datapoint,SASA,SASV,FracBuriedVol,SterimolB1,SterimolB5,SterimolL,Pint
8_MA-TS_7-8,976.057903712413,1868.8561600745843,0.33159010436079017,2.8394764640712697,13.591283673364286,11.726916575088945,22.771768339125245
16_MA-TS_7-8,885.2680496641826,1783.5633727653562,0.3496319418561312,1.9885336773547557,14.724742725957642,9.812428688708822,23.5289426040338
18_MA-TS_7-8,895.3239663013755,1774.5683534661682,0.39338543607901605,1.9588286969949134,13.128990001856392,8.915758800962614,23.231648183254173
22_MA-TS_5-6,871.7080430357726,1538.7407686835309,0.41719274133432727,3.7146740538198726,13.823370557188047,9.69721055553309,21.354604050127982
24_MA-TS_5-6,865.1081143867625,1503.1055288885036,0.4500326127469251,2.9748308374009063,13.856940364447034,12.335896384320865,20.684092584900853
25_MA-TS_5-6,567.5861856327757,978.4693904150856,0.40117755311218783,3.42647485471159,6.583807154183615,11.097025513741448,20.370221432411412
28_MA-TS_5-6,729.8681963380293,1244.7835823972466,0.4533987141259784,3.247412236910569,10.168034315866398,9.215668656605411,20.59934282708746
31_MA-TS_5-6,690.7883932432866,1185.1995168004044,0.5077571748043235,3.303222474324383,10.111590021441128,9.496353917359889,20.93434896100816
33_MA-TS_5-6,534.2650730837595,896.0002005769884,0.4393169959001118,3.8349661558224635,7.76480444873993,7.799123619255692,20.320871677132942
34_MA-TS_5-6,647.3172508487461,1076.700372112074,0.4499510808796124,2.7705331518479444,7.6534937992292456,11.738422148970512,19.71035008201717
35_MA-TS_5-6,557.4357624717819,960.1913219012988,0.39437546589638467,3.392257077908012,7.588620737966641,10.348121748577075,20.5407014584434
36_MA-TS_5-6,677.2080198442018,1175.1045500758914,0.6341199217294073,3.7625339199253274,8.061566341973213,9.392230511526781,21.081160657830175
37_MA-TS_5-6,645.687710088083,1102.3256719682295,0.4012416138650764,3.5608656487541874,8.829160431016614,10.649550129015655,20.449292853208604
38_MA-TS_5-6,629.09519289079,1072.8262909496661,0.39354849981364143,3.4435808173734923,10.402613356260337,10.83079608536661,19.998947945410357
41_MA-TS_5-6,658.7978289114473,1158.6733359905465,0.4123648900484532,2.614194394249198,9.244083650633078,10.4741258063223,21.432656418507015
42_MA-TS_5-6,791.5983548094673,1432.3912679242812,0.4671077152441297,2.210753046531982,10.871316790426143,12.918353098097606,21.606821563732197
44_MA-TS_5-6,758.818810270848,1369.6553927921868,0.4937686358553858,3.007575202491363,11.699402909035388,9.775442093564026,21.64292219254791
