Reactant,Datapoint,Product,deTSR_refDZ,deTSP_refDZ,dePR_refDZ,dGTSR_refDZ,dGTSP_refDZ,dGPR_refDZ,deTSR_PM7,deTSP_PM7,dePR_PM7,dGTSR_PM7,dGTSP_PM7,dGPR_PM7
2585_MA-TS_46-47_Reactant,2585_MA-TS_46-47,2585_MA-TS_46-47_Product,0.3,3.75,-3.46,1.39,2.48,-1.08,-2.28,10.77,-13.05,-3.17,9.13,-12.31
2588_MA-TS_46-47_Reactant,2588_MA-TS_46-47,2588_MA-TS_46-47_Product,3.95,1.6,2.35,5.92,1.34,4.58,-5.96,5.46,-11.42,-4.13,3.19,-7.32
2591_MA-TS_45-46_Reactant,2591_MA-TS_45-46,2591_MA-TS_45-46_Product,24.34,2.42,21.92,24.66,1.74,22.92,10.54,4.35,6.18,9.93,1.08,8.85
2596_MA-TS_37-38_Reactant,2596_MA-TS_37-38,2596_MA-TS_37-38_Product,26.52,6.65,19.87,22.7,4.25,18.45,9.52,11.69,-2.16,14.36,12.5,1.86
2598_MA-TS_27-28_Reactant,2598_MA-TS_27-28,2598_MA-TS_27-28_Product,20.84,16.47,4.37,21.58,10.41,11.17,12.25,22.33,-10.08,11.13,20.58,-9.45
2605_MA-TS_24-25_Reactant,2605_MA-TS_24-25,2605_MA-TS_24-25_Product,18.78,0.34,18.44,20.02,0.3,19.72,12.73,0.87,11.86,16.07,1.21,14.86
2608_MA-TS_31-32_Reactant,2608_MA-TS_31-32,2608_MA-TS_31-32_Product,8.24,4.23,4.02,10.66,3.03,7.63,3.66,5.41,-1.76,6.61,4.82,1.79
2609_MA-TS_31-32_Reactant,2609_MA-TS_31-32,2609_MA-TS_31-32_Product,1.24,6.46,-5.22,1.82,5.48,-3.65,-3.16,10.35,-13.51,-0.23,8.32,-8.56
2613_MA-TS_31-32_Reactant,2613_MA-TS_31-32,2613_MA-TS_31-32_Product,16.95,0.32,16.63,18.11,-0.21,18.32,56.84,4.92,51.92,7.12,-1.58,8.7
2615_MA-TS_34-35_Reactant,2615_MA-TS_34-35,2615_MA-TS_34-35_Product,10.3,5.42,4.88,12.05,4.19,7.86,2.01,5.03,-3.02,3.95,2.45,1.5
2621_MA-TS_33-34_Reactant,2621_MA-TS_33-34,2621_MA-TS_33-34_Product,14.34,4.09,10.25,14.9,1.89,13.02,6.51,7.81,-1.3,8.99,7.94,1.05
2624_MA-TS_28-29_Reactant,2624_MA-TS_28-29,2624_MA-TS_28-29_Product,11.29,6.49,4.8,14.22,3.42,10.8,-4.68,5.18,-9.86,-3.88,5.72,-9.61
2626_MA-TS_36-37_Reactant,2626_MA-TS_36-37,2626_MA-TS_36-37_Product,12.78,1.55,11.23,13.23,0.94,12.29,1.76,3.83,-2.07,5.84,4.58,1.27
2629_MA-TS_38-39_Reactant,2629_MA-TS_38-39,2629_MA-TS_38-39_Product,4.25,1.32,2.93,5.73,1.01,4.73,-5.28,5.28,-10.56,-1.52,4.43,-5.95
2632_MA-TS_37-38_Reactant,2632_MA-TS_37-38,2632_MA-TS_37-38_Product,11.16,9.5,1.66,11.14,5.96,5.18,3.59,13.27,-9.69,7.87,16.06,-8.19
2634_MA-TS_40-41_Reactant,2634_MA-TS_40-41,2634_MA-TS_40-41_Product,4.78,4.46,0.33,5.08,3.64,1.44,-3.07,9.94,-13.01,-3.31,8.63,-11.94
2637_MA-TS_40-41_Reactant,2637_MA-TS_40-41,2637_MA-TS_40-41_Product,13.66,6.81,6.85,13.01,5.48,7.53,4.53,9.31,-4.78,7.29,7.1,0.19
2643_MA-TS_41-42_Reactant,2643_MA-TS_41-42,2643_MA-TS_41-42_Product,7.33,10.73,-3.4,8.02,9.36,-1.34,1.75,16.52,-14.78,0.84,12.73,-11.89
2646_MA-TS_39-40_Reactant,2646_MA-TS_39-40,2646_MA-TS_39-40_Product,5.0,6.4,-1.4,6.81,5.37,1.44,1.01,8.9,-7.89,2.05,6.14,-4.08
2651_MA-TS_43-44_Reactant,2651_MA-TS_43-44,2651_MA-TS_43-44_Product,7.94,3.58,4.36,9.4,2.6,6.8,-1.88,6.83,-8.71,0.24,4.95,-4.71
2654_MA-TS_37-38_Reactant,2654_MA-TS_37-38,2654_MA-TS_37-38_Product,4.38,7.96,-3.58,7.19,6.76,0.43,2.8,16.36,-13.56,4.42,15.58,-11.16
2655_MA-TS_32-33_Reactant,2655_MA-TS_32-33,2655_MA-TS_32-33_Product,2.88,4.43,-1.55,4.84,5.82,-0.98,-3.5,9.54,-13.04,-0.65,8.82,-9.47
2656_MA-TS_34-35_Reactant,2656_MA-TS_34-35,2656_MA-TS_34-35_Product,11.51,0.66,10.85,11.87,-0.01,11.89,1.5,3.15,-1.65,6.51,4.87,1.65
2657_MA-TS_4-5_Reactant,2657_MA-TS_4-5,2657_MA-TS_4-5_Product,26.59,4.61,21.98,28.56,4.34,24.22,21.12,10.14,10.98,23.06,8.09,14.97
2658_MA-TS_30-31_Reactant,2658_MA-TS_30-31,2658_MA-TS_30-31_Product,19.88,9.85,10.03,22.0,9.69,12.31,15.96,11.08,4.88,17.66,11.69,5.97
2659_MA-TS_4-5_Reactant,2659_MA-TS_4-5,2659_MA-TS_4-5_Product,40.3,3.19,37.12,35.08,1.81,33.27,16.87,5.39,11.48,21.49,4.25,17.23
2662_MA-TS_31-32_Reactant,2662_MA-TS_31-32,2662_MA-TS_31-32_Product,13.87,11.88,1.99,14.71,9.84,4.87,1.31,17.06,-15.75,4.79,18.04,-13.26
2663_MA-TS_4-5_Reactant,2663_MA-TS_4-5,2663_MA-TS_4-5_Product,12.21,4.35,7.85,12.83,3.86,8.97,3.28,6.22,-2.94,8.13,9.19,-1.06
2664_MA-TS_31-32_Reactant,2664_MA-TS_31-32,2664_MA-TS_31-32_Product,18.69,3.9,14.78,17.89,2.37,15.52,6.98,9.4,-2.42,8.93,9.23,-0.3
2667_MA-TS_4-5_Reactant,2667_MA-TS_4-5,2667_MA-TS_4-5_Product,20.38,10.47,9.91,19.87,9.73,10.14,11.82,12.12,-0.29,13.65,13.39,0.26
2674_MA-TS_4-5_Reactant,2674_MA-TS_4-5,2674_MA-TS_4-5_Product,9.35,3.74,5.61,11.36,3.02,8.34,-0.53,5.61,-6.14,-2.07,1.6,-3.67
2675_MA-TS_4-5_Reactant,2675_MA-TS_4-5,2675_MA-TS_4-5_Product,29.56,4.01,25.55,23.83,3.49,20.34,25.01,10.41,14.59,25.84,10.61,15.23
2676_MA-TS_40-41_Reactant,2676_MA-TS_40-41,2676_MA-TS_40-41_Product,22.83,6.2,16.63,20.71,5.43,15.27,18.57,11.07,7.51,17.35,10.2,7.15
2680_MA-TS_38-39_Reactant,2680_MA-TS_38-39,2680_MA-TS_38-39_Product,16.65,4.65,12.0,12.26,3.84,8.42,14.17,10.87,3.31,11.25,8.75,2.51
2682_MA-TS_40-41_Reactant,2682_MA-TS_40-41,2682_MA-TS_40-41_Product,18.36,2.14,16.22,17.25,2.39,14.86,15.66,8.98,6.68,17.33,8.83,8.5
2690_MA-TS_4-5_Reactant,2690_MA-TS_4-5,2690_MA-TS_4-5_Product,15.19,1.3,13.89,18.58,2.48,16.1,12.65,5.72,6.93,14.08,6.36,7.72
2693_MA-TS_41-42_Reactant,2693_MA-TS_41-42,2693_MA-TS_41-42_Product,7.39,8.32,-0.93,9.45,7.51,1.94,-4.59,12.55,-17.14,-2.53,13.06,-15.59
2694_MA-TS_36-37_Reactant,2694_MA-TS_36-37,2694_MA-TS_36-37_Product,23.62,6.39,17.23,22.34,4.63,17.71,18.62,12.44,6.18,20.17,13.33,6.84
2698_MA-TS_2-3_Reactant,2698_MA-TS_2-3,2698_MA-TS_2-3_Product,10.24,0.64,9.6,12.35,0.09,12.26,3.51,1.33,2.18,6.21,0.03,6.18
2700_MA-TS_5-6_Reactant,2700_MA-TS_5-6,2700_MA-TS_5-6_Product,13.17,2.05,11.12,15.35,2.62,12.73,4.75,7.94,-3.19,5.43,6.8,-1.37
2703_MA-TS_2-3_Reactant,2703_MA-TS_2-3,2703_MA-TS_2-3_Product,22.09,1.72,20.37,23.67,1.44,22.23,15.1,5.89,9.21,15.12,3.57,11.55
2710_MA-TS_2-3_Reactant,2710_MA-TS_2-3,2710_MA-TS_2-3_Product,14.53,1.38,13.15,14.95,0.7,14.25,4.71,4.3,0.41,10.24,3.19,7.05
2715_MA-TS_2-3_Reactant,2715_MA-TS_2-3,2715_MA-TS_2-3_Product,13.56,0.77,12.79,16.37,1.29,15.08,2.79,2.52,0.27,5.83,1.85,3.98
2724_MA-TS_4-5_Reactant,2724_MA-TS_4-5,2724_MA-TS_4-5_Product,24.7,4.23,20.46,25.32,4.51,20.81,11.22,6.86,4.36,15.2,6.56,8.64
2728_MA-TS_41-42_Reactant,2728_MA-TS_41-42,2728_MA-TS_41-42_Product,5.33,4.37,0.96,7.71,4.13,3.58,-3.27,9.26,-12.53,0.25,10.16,-9.92
2731_MA-TS_4-5_Reactant,2731_MA-TS_4-5,2731_MA-TS_4-5_Product,39.06,0.88,38.17,35.28,0.72,34.56,21.63,5.14,16.49,23.93,4.94,18.98
2791_MA-TS_5-6_Reactant,2791_MA-TS_5-6,2791_MA-TS_5-6_Product,1.48,1.11,0.36,1.83,1.46,0.37,-8.56,9.66,-18.22,-9.03,10.34,-19.37
2792_MA-TS_5-6_Reactant,2792_MA-TS_5-6,2792_MA-TS_5-6_Product,1.52,0.13,1.39,2.29,0.13,2.16,-9.42,3.49,-12.91,-12.09,2.83,-14.91
2793_MA-TS_5-6_Reactant,2793_MA-TS_5-6,2793_MA-TS_5-6_Product,2.09,2.87,-0.78,3.78,2.46,1.32,-4.72,9.49,-14.22,-3.19,8.01,-11.19
2794_MA-TS_5-6_Reactant,2794_MA-TS_5-6,2794_MA-TS_5-6_Product,0.63,5.44,-4.81,1.64,4.22,-2.58,-1.63,15.67,-17.29,-3.27,13.11,-16.38
2797_MA-TS_5-6_Reactant,2797_MA-TS_5-6,2797_MA-TS_5-6_Product,4.29,2.48,1.81,5.94,3.58,2.36,-8.41,7.52,-15.92,-5.97,10.41,-16.38
2800_MA-TS_5-6_Reactant,2800_MA-TS_5-6,2800_MA-TS_5-6_Product,0.39,1.55,-1.16,2.26,1.73,0.54,-4.72,10.97,-15.69,-3.16,9.71,-12.87
2803_MA-TS_5-6_Reactant,2803_MA-TS_5-6,2803_MA-TS_5-6_Product,7.07,3.47,3.6,6.68,2.54,4.14,-4.67,9.3,-13.97,-4.15,9.72,-13.88
2806_MA-TS_5-6_Reactant,2806_MA-TS_5-6,2806_MA-TS_5-6_Product,4.89,2.26,2.63,4.76,1.89,2.87,-5.77,10.91,-16.67,-5.56,10.16,-15.72
2807_MA-TS_5-6_Reactant,2807_MA-TS_5-6,2807_MA-TS_5-6_Product,8.9,9.15,-0.25,13.26,9.55,3.71,-5.5,11.28,-16.78,-3.45,10.25,-13.69
2945_MA-TS_5-6_Reactant,2945_MA-TS_5-6,2945_MA-TS_5-6_Product,1.56,9.61,-8.04,2.92,7.76,-4.84,-2.77,7.05,-9.82,-2.75,5.54,-8.29
2946_MA-TS_5-6_Reactant,2946_MA-TS_5-6,2946_MA-TS_5-6_Product,5.5,3.18,2.32,7.11,2.4,4.7,-8.04,8.13,-16.17,-7.4,6.93,-14.33
2949_MA-TS_5-6_Reactant,2949_MA-TS_5-6,2949_MA-TS_5-6_Product,9.96,0.81,9.15,11.34,1.44,9.9,-0.79,1.06,-1.85,1.04,2.23,-1.19
3018_MA-TS_5-6_Reactant,3018_MA-TS_5-6,3018_MA-TS_5-6_Product,8.82,8.21,0.61,10.12,8.16,1.97,-5.25,11.41,-16.66,-4.07,8.75,-12.82
3019_MA-TS_5-6_Reactant,3019_MA-TS_5-6,3019_MA-TS_5-6_Product,2.93,2.28,0.65,5.57,2.49,3.08,-34.3,-518.43,484.13,-2.49,7.18,-9.67
3021_MA-TS_5-6_Reactant,3021_MA-TS_5-6,3021_MA-TS_5-6_Product,8.91,8.21,0.7,10.39,8.38,2.01,-5.19,11.38,-16.57,-3.17,8.71,-11.88
3029_MA-TS_5-6_Reactant,3029_MA-TS_5-6,3029_MA-TS_5-6_Product,21.8,9.14,12.66,19.95,9.1,10.85,14.68,17.77,-3.09,14.6,13.56,1.03
3030_MA-TS_5-6_Reactant,3030_MA-TS_5-6,3030_MA-TS_5-6_Product,7.85,2.01,5.84,11.2,1.28,9.93,-1.56,5.27,-6.83,-1.82,3.39,-5.21
3031_MA-TS_5-6_Reactant,3031_MA-TS_5-6,3031_MA-TS_5-6_Product,12.24,3.98,8.26,15.62,3.53,12.09,-557.06,-554.61,-2.44,4.55,5.77,-1.22
3032_MA-TS_5-6_Reactant,3032_MA-TS_5-6,3032_MA-TS_5-6_Product,8.6,7.94,0.66,6.68,6.25,0.43,-0.15,10.33,-10.47,0.07,0.95,-0.88
3034_MA-TS_5-6_Reactant,3034_MA-TS_5-6,3034_MA-TS_5-6_Product,2.6,6.26,-3.66,3.59,5.86,-2.27,-3.88,9.27,-13.15,-6.08,9.17,-15.26
3038_MA-TS_5-6_Reactant,3038_MA-TS_5-6,3038_MA-TS_5-6_Product,6.25,5.62,0.63,7.3,4.31,3.0,-2.65,9.82,-12.46,-3.1,7.4,-10.5
3078_MA-TS_5-6_Reactant,3078_MA-TS_5-6,3078_MA-TS_5-6_Product,14.63,7.99,6.64,14.39,5.57,8.82,4.67,16.28,-11.61,4.49,13.42,-8.93
3079_MA-TS_5-6_Reactant,3079_MA-TS_5-6,3079_MA-TS_5-6_Product,5.05,6.03,-0.98,6.73,4.95,1.78,1.81,8.41,-6.59,2.97,8.1,-5.13
3269_MA-TS_5-6_Reactant,3269_MA-TS_5-6,3269_MA-TS_5-6_Product,2.07,0.75,1.31,3.11,1.12,1.99,-5.17,9.53,-14.7,-7.44,6.18,-13.62
3272_MA-TS_5-6_Reactant,3272_MA-TS_5-6,3272_MA-TS_5-6_Product,5.4,3.91,1.49,5.91,3.63,2.28,2.16,18.91,-16.75,0.45,17.44,-16.99
3273_MA-TS_5-6_Reactant,3273_MA-TS_5-6,3273_MA-TS_5-6_Product,10.74,1.01,9.73,8.06,0.22,7.84,0.79,8.3,-7.51,-0.92,8.81,-9.72
3275_MA-TS_5-6_Reactant,3275_MA-TS_5-6,3275_MA-TS_5-6_Product,1.67,0.27,1.4,2.92,0.35,2.56,-9.06,4.46,-13.53,-7.72,6.32,-14.04
3277_MA-TS_5-6_Reactant,3277_MA-TS_5-6,3277_MA-TS_5-6_Product,1.32,1.9,-0.58,2.02,3.94,-1.92,-7.45,9.41,-16.86,-8.74,8.53,-17.27
3278_MA-TS_5-6_Reactant,3278_MA-TS_5-6,3278_MA-TS_5-6_Product,7.88,1.96,5.92,10.55,2.64,7.91,-2.81,4.56,-7.37,-3.74,1.46,-5.2
