Reactant,Datapoint,Product,eR,eTS,eP,GR,GTS,GP,deTSR,deTSP,dePR,dGTSR,dGTSP,dGPR,HR,HTS,HP,freqR,freqTS,freqP,irR,irTS,irP,dipoleR,dipoleTS,dipoleP,homoR,homoTS,homoP,lumoR,lumoTS,lumoP,qhirshR,qhirshTS,qhirshP
8_MA-TS_7-8_Reactant,8_MA-TS_7-8,8_MA-TS_7-8_Product,-0.640672422624,-0.636449117982,-0.680089195412,0.099626,0.109675,0.085033,2.65,27.38,-24.73,6.31,15.46,-9.16,0.235142,0.242765,0.209391,-300.8029,-202.2726,-669.2781,5.1032,2.3572,27.705,18.0533,81.232,10.2919,-0.16368,-0.16155,-0.17485,0.05398,0.05923,0.06266,4.8e-05,4.8e-05,5e-05
16_MA-TS_7-8_Reactant,16_MA-TS_7-8,16_MA-TS_7-8_Product,-0.683161204047,-0.664583174866,-0.706448064422,0.055164,0.076578,0.038832,11.66,26.27,-14.61,13.44,23.69,-10.25,0.188279,0.210993,0.166104,-934.0086,-377.0386,-571.5613,36.8263,19.2731,19.3008,12.1861,22.7294,16.6968,-0.15781,-0.1615,-0.15879,0.06034,0.05513,0.04523,3.9e-05,4.3e-05,4.3e-05
18_MA-TS_7-8_Reactant,18_MA-TS_7-8,18_MA-TS_7-8_Product,-0.677036529936,-0.658288407555,-0.702943061305,0.008015,0.027146,-0.006875,11.76,28.02,-16.26,12.0,21.35,-9.34,0.13543,0.154163,0.118093,-160.6505,-200.514,-189.4154,2.4989,225.4789,1.0424,7.4355,53.1314,7.9271,-0.17642,-0.17631,-0.17194,0.05761,0.05385,0.05639,4.1e-05,3.9e-05,3.9e-05
22_MA-TS_5-6_Reactant,22_MA-TS_5-6,22_MA-TS_5-6_Product,-0.318275308787,-0.309033600047,-0.321735756421,0.223959,0.231471,0.212741,5.8,7.97,-2.17,4.71,11.75,-7.04,0.327446,0.332288,0.320244,-153.2701,-299.6012,-692.4673,3.9373,16.0253,26.067,7.2596,9.1124,10.94,-0.16217,-0.17675,-0.17922,0.04562,0.04537,0.0313,3.9e-05,4.3e-05,4.7e-05
24_MA-TS_5-6_Reactant,24_MA-TS_5-6,24_MA-TS_5-6_Product,-0.310559135785,-0.308164571636,-0.327310462078,0.208668,0.213829,0.195089,1.5,12.01,-10.51,3.24,11.76,-8.52,0.3053,0.308778,0.290056,-164.3885,-180.6613,-915.0314,0.422,280.1237,40.0747,14.2099,17.5291,17.0629,-0.14763,-0.15377,-0.16554,0.04535,0.05635,0.04924,4.5e-05,4.7e-05,4.7e-05
25_MA-TS_5-6_Reactant,25_MA-TS_5-6,25_MA-TS_5-6_Product,-0.380757213924,-0.395080049225,-0.406194958465,-0.082663,-0.09437,-0.104932,-8.99,6.97,-15.96,-7.35,6.63,-13.97,-0.003227,-0.013538,-0.028648,-937.451,-190.4128,-1021.1496,31.7505,0.2568,26.7613,11.68,22.0305,6.0761,-0.14725,-0.17587,-0.17993,0.05309,0.06908,0.07384,-62.996075,-63.408905,-63.765882
28_MA-TS_5-6_Reactant,28_MA-TS_5-6,28_MA-TS_5-6_Product,-0.371659103842,-0.36687008828,-0.387843716501,0.026967,0.031586,0.013528,3.01,13.16,-10.16,2.9,11.33,-8.43,0.115984,0.120734,0.105377,-740.7233,-985.448,-908.5436,18.811,34.1169,27.2231,7.6185,17.8919,6.6654,-0.16669,-0.17655,-0.17059,0.05564,0.07125,0.08376,-86.348344,-86.377384,-86.771976
31_MA-TS_5-6_Reactant,31_MA-TS_5-6,31_MA-TS_5-6_Product,-0.364980928416,-0.353586460119,-0.370218480469,0.008268,0.02222,0.011211,7.15,10.44,-3.29,8.76,6.91,1.85,0.096179,0.108176,0.096448,-287.9907,-413.5718,-196.0208,2.4462,13.3703,2.1968,9.3238,16.1033,6.3467,-0.16064,-0.17382,-0.17334,0.0573,0.0731,0.0804,-82.382048,-82.472338,-82.855924
33_MA-TS_5-6_Reactant,33_MA-TS_5-6,33_MA-TS_5-6_Product,-0.274852067768,-0.283311795143,-0.292993869453,-0.020674,-0.024069,-0.031506,-5.31,6.08,-11.38,-2.13,4.67,-6.8,0.051812,0.043811,0.036601,-153.2911,-213.383,-201.5096,0.1864,638.8274,0.1797,9.9911,12.3871,6.4878,-0.16169,-0.1764,-0.16579,0.03939,0.05921,0.07344,-59.166395,-59.340989,-59.676888
34_MA-TS_5-6_Reactant,34_MA-TS_5-6,34_MA-TS_5-6_Product,-0.399962625104,-0.392951754375,-0.412217513988,-0.071222,-0.066548,-0.068976,4.4,12.09,-7.69,2.93,1.52,1.41,0.008416,0.015135,0.008946,-179.4978,-191.1088,-302.4327,0.6436,293.499,53.5545,7.2356,9.6389,3.6314,-0.16223,-0.15558,-0.16704,0.05483,0.07233,0.07913,-67.018219,-66.847608,-67.470656
35_MA-TS_5-6_Reactant,35_MA-TS_5-6,35_MA-TS_5-6_Product,-0.329215017042,-0.318758537717,-0.337366649722,-0.030105,-0.021819,-0.035521,6.56,11.68,-5.12,5.2,8.6,-3.4,0.047959,0.055614,0.037806,-193.9658,-214.3866,-381.3977,2.0209,1.7632,17.5737,11.0749,24.6205,7.9706,-0.16439,-0.16878,-0.16944,0.05896,0.06913,0.08431,-64.081422,-64.225334,-64.665886
36_MA-TS_5-6_Reactant,36_MA-TS_5-6,36_MA-TS_5-6_Product,-0.335839883496,-0.340877068561,-0.351641569834,0.041627,0.034548,0.027333,-3.16,6.75,-9.92,-4.44,4.53,-8.97,0.125814,0.12157,0.109513,-157.7898,-216.8747,-830.5131,1.2228,468.6952,42.5533,11.8145,13.5729,5.5152,-0.14844,-0.16328,-0.17404,0.06283,0.07341,0.08126,-82.350451,-82.450825,-82.973741
37_MA-TS_5-6_Reactant,37_MA-TS_5-6,37_MA-TS_5-6_Product,-0.356289483926,-0.35441007728,-0.390079747958,-0.032598,-0.02778,-0.063823,1.18,22.38,-21.2,3.02,22.62,-19.59,0.050922,0.052707,0.020637,-167.7249,-189.2295,-173.0694,0.3034,283.022,0.1406,9.7801,12.5282,5.7655,-0.16293,-0.17235,-0.18613,0.03564,0.0618,0.078,-70.831607,-70.652177,-71.204987
38_MA-TS_5-6_Reactant,38_MA-TS_5-6,38_MA-TS_5-6_Product,-0.482319895474,-0.475258883793,-0.494384547023,-0.154485,-0.149041,-0.163531,4.43,12.0,-7.57,3.42,9.09,-5.68,-0.07233,-0.066334,-0.08095,-352.3458,-496.7838,-342.9502,117.1291,14.9616,109.2717,13.4921,16.2332,4.8587,-0.16821,-0.17236,-0.18278,0.04135,0.06338,0.06848,-66.645517,-66.754986,-67.225593
41_MA-TS_5-6_Reactant,41_MA-TS_5-6,41_MA-TS_5-6_Product,-0.347968577805,-0.344654201652,-0.362093829284,0.018147,0.022722,0.008786,2.08,10.94,-8.86,2.87,8.74,-5.87,0.100626,0.106918,0.094085,-566.5151,-228.2556,-184.0871,29.597,363.2088,1.5423,7.3765,11.9405,8.6701,-0.16681,-0.1607,-0.1703,0.05864,0.07552,0.07902,-80.6574,-80.64171,-81.103925
42_MA-TS_5-6_Reactant,42_MA-TS_5-6,42_MA-TS_5-6_Product,-0.336533234812,-0.342556486602,-0.34873606727,0.19755,0.192355,0.186775,-3.78,3.88,-7.66,-3.26,3.5,-6.76,0.291995,0.284318,0.278335,-148.892,-350.2089,-337.7758,0.1058,15.835,21.986,11.8063,21.0539,13.5146,-0.15819,-0.16756,-0.17136,0.06566,0.0684,0.06521,4.3e-05,4.8e-05,4.8e-05
44_MA-TS_5-6_Reactant,44_MA-TS_5-6,44_MA-TS_5-6_Product,-0.369412176895,-0.369718669726,-0.388855230634,0.134462,0.141331,0.124092,-0.19,12.01,-12.2,4.31,10.82,-6.51,0.232463,0.232019,0.215016,-992.2318,-1013.1134,-162.2691,38.6371,42.0307,0.326,7.1691,2.4866,14.5785,-0.14724,-0.16725,-0.16107,0.05914,0.05762,0.0692,4e-05,4.1e-05,3.9e-05
46_MA-TS_7-8_Reactant,46_MA-TS_7-8,46_MA-TS_7-8_Product,-0.635614261934,-0.62975365271,-0.647755461098,0.028672,0.044581,0.031404,3.68,11.3,-7.62,9.98,8.27,1.71,0.155658,0.16995,0.156159,-176.4668,-222.5436,-191.381,4.8861,434.5344,0.3475,19.1479,47.1992,7.435,-0.16563,-0.18384,-0.19327,0.04815,0.05858,0.06399,3.5e-05,3.7e-05,3.6e-05
49_MA-TS_7-8_Reactant,49_MA-TS_7-8,49_MA-TS_7-8_Product,-0.706705009783,-0.700700262367,-0.718658830749,-0.05338,-0.043321,-0.049113,3.77,11.27,-7.5,6.31,3.63,2.68,0.079811,0.081151,0.072641,-176.173,-484.5947,-575.7625,0.2734,31.7323,20.7948,10.5356,30.1966,9.9852,-0.20206,-0.18227,-0.19321,0.04621,0.05024,0.04479,4.1e-05,4.4e-05,4.3e-05
50_MA-TS_7-8_Reactant,50_MA-TS_7-8,50_MA-TS_7-8_Product,-0.81715099188,-0.791645556982,-0.797484878089,-0.165953,-0.138983,-0.144227,16.0,3.66,12.34,16.92,3.29,13.63,-0.039141,-0.0092,-0.019928,-653.3652,-252.0811,-746.1158,14.8205,389.0183,152.1479,3.2003,33.4913,10.6526,-0.17962,-0.18301,-0.18317,0.05036,0.04512,0.04179,3.7e-05,4e-05,4.1e-05
55_MA-TS_7-8_Reactant,55_MA-TS_7-8,55_MA-TS_7-8_Product,-0.67242494509,-0.675072484366,-0.696210774797,-0.019585,-0.020243,-0.04089,-1.66,13.26,-14.93,-0.41,12.96,-13.37,0.100427,0.092371,0.07499,-340.8377,-867.9477,-431.6122,15.5543,28.5257,16.9171,14.4372,32.1669,15.5181,-0.17265,-0.17264,-0.17836,0.06331,0.05403,0.04796,4.4e-05,4.3e-05,4.4e-05
57_MA-TS_7-8_Reactant,57_MA-TS_7-8,57_MA-TS_7-8_Product,-0.553918250851,-0.554035213709,-0.579994264316,0.067315,0.076149,0.046069,-0.07,16.29,-16.36,5.54,18.88,-13.33,0.186128,0.193366,0.167993,-731.97,-227.059,-790.312,40.1978,332.6434,40.0803,13.652,40.8819,8.9567,-0.15723,-0.17173,-0.17499,0.04674,0.06014,0.05786,3.9e-05,4.7e-05,4.6e-05
59_MA-TS_7-8_Reactant,59_MA-TS_7-8,59_MA-TS_7-8_Product,-0.628054615877,-0.619789426107,-0.631424276111,0.075891,0.08202,0.073692,5.19,7.3,-2.11,3.85,5.23,-1.38,0.202867,0.207363,0.196956,-206.0352,-904.9679,-829.3536,1.4601,34.9811,35.6492,12.0784,28.7956,8.7431,-0.16849,-0.17041,-0.16523,0.06036,0.05212,0.05342,4.6e-05,4.6e-05,4.7e-05
60_MA-TS_7-8_Reactant,60_MA-TS_7-8,60_MA-TS_7-8_Product,-0.610161812373,-0.613232491633,-0.631518140995,0.090101,0.083434,0.072681,-1.93,11.47,-13.4,-4.18,6.75,-10.93,0.217364,0.21056,0.194364,-981.9838,-925.0176,-902.559,30.5291,40.0452,11.8363,12.3881,65.7026,14.1071,-0.16828,-0.16437,-0.16519,0.05352,0.04767,0.04924,3.8e-05,4.1e-05,4e-05
63_MA-TS_7-8_Reactant,63_MA-TS_7-8,63_MA-TS_7-8_Product,-0.624549724149,-0.617855272872,-0.628859772305,0.025895,0.038131,0.027553,4.2,6.91,-2.7,7.68,6.64,1.04,0.14906,0.154758,0.143894,-169.8021,-236.5348,-899.9737,1.2274,5.5559,34.0303,17.2863,61.0225,9.3253,-0.15227,-0.16408,-0.17911,0.04987,0.05717,0.0657,4e-05,3.6e-05,3.5e-05
64_MA-TS_7-8_Reactant,64_MA-TS_7-8,64_MA-TS_7-8_Product,-0.696902619446,-0.694275679599,-0.708347825052,-0.054161,-0.050682,-0.052816,1.65,8.83,-7.18,2.18,1.34,0.84,0.0698,0.074439,0.072994,-159.0015,-185.5374,-162.2775,2.344,568.8404,0.2876,19.7727,16.0561,6.512,-0.1565,-0.17326,-0.17557,0.03046,0.03475,0.04568,3.8e-05,4e-05,4e-05
65_MA-TS_27-28_Reactant,65_MA-TS_27-28,65_MA-TS_27-28_Product,-0.725383293052,-0.71993590336,-0.730664982233,-0.055013,-0.051216,-0.057964,3.42,6.73,-3.31,2.38,4.23,-1.85,0.066972,0.070308,0.061463,-648.8099,-1047.426,-1038.7522,28.7008,38.3632,40.0933,10.3197,87.1978,8.7535,-0.1874,-0.18636,-0.1795,0.05763,0.04822,0.04925,3.5e-05,3.5e-05,3.5e-05
67_MA-TS_22-28_Reactant,67_MA-TS_22-28,67_MA-TS_22-28_Product,-0.451271977479,-0.457832924882,-0.472081389415,-0.014556,-0.023742,-0.034299,-4.12,8.94,-13.06,-5.76,6.62,-12.39,0.080958,0.075247,0.061258,-247.3176,-245.4466,-180.7733,6.0046,557.3429,0.2107,15.1674,99.8865,14.1239,-0.16538,-0.17678,-0.17314,0.03402,0.04,0.04001,-91.312705,-91.481044,-91.813053
69_MA-TS_24-25_Reactant,69_MA-TS_24-25,69_MA-TS_24-25_Product,-0.464468716298,-0.465760426275,-0.487213076996,0.082055,0.081303,0.059942,-0.81,13.46,-14.27,-0.47,13.4,-13.88,0.187171,0.18865,0.168179,-309.8896,-663.5159,-199.8108,10.5759,30.9604,0.0416,16.2096,80.3862,11.0153,-0.17475,-0.1756,-0.17018,0.02793,0.0312,0.04431,3.7e-05,3.6e-05,3.7e-05
71_MA-TS_25-26_Reactant,71_MA-TS_25-26,71_MA-TS_25-26_Product,-0.546933588471,-0.559929273756,-0.562510312304,0.005818,-0.004885,-0.009047,-8.15,1.62,-9.77,-6.72,2.61,-9.33,0.110585,0.100686,0.099197,-750.0871,-197.7831,-197.7252,41.3674,2.1779,2.1838,18.5253,63.5516,24.8086,-0.16351,-0.17091,-0.16722,0.02919,0.04455,0.04536,3.8e-05,3.9e-05,3.9e-05
73_MA-TS_22-28_Reactant,73_MA-TS_22-28,73_MA-TS_22-28_Product,-0.633587305607,-0.635298847921,-0.66136304149,-0.12409,-0.128362,-0.155351,-1.07,16.36,-17.43,-2.68,16.94,-19.62,-0.019152,-0.025169,-0.046813,-142.126,-606.0054,-900.6818,1.3162,25.9199,18.3121,6.7526,98.7474,14.3305,-0.17063,-0.1791,-0.1687,0.03661,0.035,0.04272,3.6e-05,4e-05,4.1e-05
74_MA-TS_22-31_Reactant,74_MA-TS_22-31,74_MA-TS_22-31_Product,-0.425544920687,-0.433335452771,-0.477496094921,0.07122,0.059485,0.015627,-4.89,27.71,-32.6,-7.36,27.52,-34.89,0.166814,0.157652,0.115386,-207.8287,-314.8969,-753.4247,2.1131,17.1784,21.7972,9.4179,97.1335,10.176,-0.15954,-0.18268,-0.19795,0.02114,0.03487,0.04046,3.6e-05,3.6e-05,3.5e-05
78_MA-TS_24-25_Reactant,78_MA-TS_24-25,78_MA-TS_24-25_Product,-0.41484902751,-0.417080566593,-0.431520809472,0.075727,0.075835,0.061836,-1.4,9.06,-10.46,0.07,8.78,-8.72,0.182654,0.182602,0.165481,-204.3108,-195.1915,-634.5395,7.1602,0.0817,23.9048,9.4868,78.472,4.3436,-0.18678,-0.18213,-0.18023,0.04444,0.04488,0.05109,3.4e-05,3.4e-05,3.4e-05
79_MA-TS_25-26_Reactant,79_MA-TS_25-26,79_MA-TS_25-26_Product,-0.700484669856,-0.700768575877,-0.709354748238,-0.123264,-0.11995,-0.130659,-0.18,5.39,-5.57,2.08,6.72,-4.64,-0.0044,-0.003066,-0.012608,-785.0854,-863.0603,-572.2816,21.3517,15.2727,29.9211,16.4272,65.0992,17.2853,-0.16337,-0.16551,-0.15796,0.03066,0.03508,0.04089,3.9e-05,3.8e-05,3.8e-05
82_MA-TS_24-25_Reactant,82_MA-TS_24-25,82_MA-TS_24-25_Product,-0.335077700165,-0.327927450787,-0.351852220751,0.294702,0.303159,0.279591,4.49,15.01,-10.53,5.31,14.79,-9.48,0.405621,0.410282,0.390282,-756.5807,-692.1192,-530.0684,34.0261,28.8738,27.1651,5.036,57.8308,4.8055,-0.17518,-0.18119,-0.15216,0.03415,0.03287,0.03929,4.1e-05,4.6e-05,4.5e-05
85_MA-TS_25-26_Reactant,85_MA-TS_25-26,85_MA-TS_25-26_Product,-0.323039589752,-0.32571139534,-0.347561495771,0.294429,0.291929,0.271592,-1.68,13.71,-15.39,-1.57,12.76,-14.33,0.402531,0.401973,0.381076,-709.3645,-219.6627,-474.6029,37.9876,382.6068,14.827,17.9079,66.1531,20.1894,-0.16122,-0.15378,-0.14653,0.03532,0.03649,0.04284,4.6e-05,4.5e-05,4.5e-05
87_MA-TS_24-25_Reactant,87_MA-TS_24-25,87_MA-TS_24-25_Product,-0.494426495566,-0.500411292015,-0.505862747988,0.014876,0.007371,0.003883,-3.76,3.42,-7.18,-4.71,2.19,-6.9,0.126835,0.118479,0.114446,-194.034,-200.7633,-206.257,5.4846,1.5934,2.9165,3.9266,78.3199,7.7225,-0.17011,-0.16813,-0.16582,0.03903,0.04097,0.04352,3.2e-05,3.6e-05,3.6e-05
92_MA-TS_24-25_Reactant,92_MA-TS_24-25,92_MA-TS_24-25_Product,-0.392439083743,-0.38982787188,-0.394287154467,0.04634,0.050103,0.045261,1.64,2.8,-1.16,2.36,3.04,-0.68,0.141004,0.142257,0.138924,-933.2904,-815.162,-755.3774,33.5181,43.4808,40.8057,7.5702,68.0587,17.9062,-0.18223,-0.17003,-0.16607,0.03783,0.04463,0.04575,-93.353654,-93.490791,-93.578432
94_MA-TS_24-25_Reactant,94_MA-TS_24-25,94_MA-TS_24-25_Product,-0.357511791622,-0.355014508746,-0.378287191862,0.281878,0.286807,0.265862,1.57,14.6,-13.04,3.09,13.14,-10.05,0.393085,0.394208,0.376927,-443.8502,-649.9688,-342.4488,14.1795,28.7244,18.2303,10.8792,53.8793,7.9119,-0.17216,-0.1763,-0.14794,0.03244,0.03517,0.04353,4.4e-05,4.7e-05,4.7e-05
103_MA-TS_24-25_Reactant,103_MA-TS_24-25,103_MA-TS_24-25_Product,-0.333267303873,-0.330449081671,-0.334131674917,0.190589,0.196733,0.193045,1.77,2.31,-0.54,3.86,2.31,1.54,0.304968,0.310346,0.304903,-205.357,-197.3212,-505.4681,2.9307,1.527,26.8067,7.6266,80.0013,11.6222,-0.18038,-0.17036,-0.16614,0.03546,0.0368,0.03895,3.3e-05,3.8e-05,3.8e-05
106_MA-TS_4-5_Reactant,106_MA-TS_4-5,106_MA-TS_4-5_Product,-0.382929432095,-0.381225548183,-0.393971233272,0.159266,0.162494,0.151659,1.07,8.0,-6.93,2.03,6.8,-4.77,0.261516,0.263865,0.2501,-243.5436,-221.1218,-160.2329,0.3032,652.3619,0.2036,19.4713,44.7554,16.9886,-0.15667,-0.16615,-0.15457,0.03884,0.03851,0.05024,4e-05,4.1e-05,4.1e-05
109_MA-TS_24-25_Reactant,109_MA-TS_24-25,109_MA-TS_24-25_Product,-0.494788583145,-0.494246648784,-0.508065847737,0.017441,0.015314,0.000552,0.34,8.67,-8.33,-1.33,9.26,-10.6,0.121802,0.121494,0.111514,-171.3296,-601.42,-438.5544,3.082,52.8222,10.1946,3.8555,67.1686,9.9511,-0.17355,-0.17119,-0.16888,0.04023,0.04581,0.05144,3.3e-05,3.7e-05,3.7e-05
111_MA-TS_24-25_Reactant,111_MA-TS_24-25,111_MA-TS_24-25_Product,-0.610366735011,-0.607839601102,-0.622295905585,-0.152368,-0.151151,-0.166285,1.59,9.07,-7.49,0.76,9.5,-8.73,-0.054917,-0.052883,-0.065369,-178.9592,-215.509,-181.4848,4.0183,316.9195,3.4691,12.6545,57.5208,16.6262,-0.18692,-0.18189,-0.17953,0.031,0.03031,0.03538,-93.948503,-93.943047,-94.245813
112_MA-TS_22-30_Reactant,112_MA-TS_22-30,112_MA-TS_22-30_Product,-0.480856947415,-0.483956476185,-0.510178349791,0.008568,0.006145,-0.014496,-1.94,16.45,-18.4,-1.52,12.95,-14.47,0.105702,0.103899,0.079008,-164.2483,-212.9524,-756.3217,3.9927,348.7582,13.8076,14.0627,101.5654,10.9521,-0.16326,-0.17264,-0.18192,0.03344,0.0375,0.04623,-99.224529,-99.272339,-99.68375
114_MA-TS_24-25_Reactant,114_MA-TS_24-25,114_MA-TS_24-25_Product,-0.529508490953,-0.532571461109,-0.541248178366,-0.031198,-0.027296,-0.032781,-1.92,5.44,-7.37,2.45,3.44,-0.99,0.073571,0.066639,0.061567,-806.7407,-327.0833,-619.9012,11.2742,1.5526,29.596,7.0364,74.5034,13.8949,-0.17571,-0.17815,-0.17644,0.04417,0.04571,0.04891,3.5e-05,4e-05,4e-05
115_MA-TS_24-25_Reactant,115_MA-TS_24-25,115_MA-TS_24-25_Product,-0.490887263836,-0.494767139907,-0.496979181019,0.020871,0.018072,0.013266,-2.43,1.39,-3.82,-1.76,3.02,-4.77,0.12708,0.12626,0.123591,-152.082,-177.2522,-182.3678,0.2923,0.2231,0.176,8.7719,81.9203,13.4205,-0.15807,-0.16178,-0.15694,0.03984,0.04824,0.04867,3.6e-05,3.5e-05,3.5e-05
118_MA-TS_24-25_Reactant,118_MA-TS_24-25,118_MA-TS_24-25_Product,-0.380192780359,-0.388064382319,-0.403824469423,0.024835,0.017604,0.003665,-4.94,9.89,-14.83,-4.54,8.75,-13.28,0.119655,0.11037,0.096835,-211.0845,-189.1059,-181.3631,0.795,33.8443,3.3335,12.7915,56.1103,13.1847,-0.18748,-0.1878,-0.17928,0.03231,0.03466,0.03879,-87.636868,-87.760786,-88.129828
120_MA-TS_5-6_Reactant,120_MA-TS_5-6,120_MA-TS_5-6_Product,-0.303096509679,-0.307507286066,-0.3388485747,0.070012,0.065216,0.034857,-2.77,19.67,-22.43,-3.01,19.05,-22.06,0.165793,0.160623,0.134325,-674.6154,-570.125,-175.7898,46.2889,37.9544,0.8797,9.9572,48.5444,17.6945,-0.15135,-0.16562,-0.17548,0.03114,0.0433,0.08068,-88.485413,-88.519831,-88.993266
154_MA-TS_13-14_Reactant,154_MA-TS_13-14,154_MA-TS_13-14_Product,-0.49826719946,-0.494682616926,-0.516411260037,0.035699,0.041824,0.017062,2.25,13.63,-11.39,3.84,15.54,-11.69,0.14725,0.150924,0.131254,-166.9916,-794.7172,-620.1594,2.1097,62.1163,49.6145,14.6613,58.2848,10.1731,-0.15073,-0.15866,-0.16761,0.05606,0.06864,0.07837,3.9e-05,4e-05,4.1e-05
170_MA-TS_5-6_Reactant,170_MA-TS_5-6,170_MA-TS_5-6_Product,-0.581771838115,-0.582288785284,-0.613972028646,-0.223838,-0.222688,-0.251256,-0.32,19.88,-20.21,0.72,17.93,-17.21,-0.12391,-0.125232,-0.154191,-226.9827,-534.3364,-218.8905,4.5481,24.3188,1.4751,11.8524,4.1819,9.5488,-0.17856,-0.1868,-0.19518,0.0135,0.01341,0.01773,-87.421644,-87.487668,-87.963581
171_MA-TS_5-6_Reactant,171_MA-TS_5-6,171_MA-TS_5-6_Product,-0.764639554072,-0.78492775146,-0.786056574871,-0.37328,-0.390598,-0.388818,-12.73,0.71,-13.44,-10.87,-1.12,-9.75,-0.262863,-0.282516,-0.283385,-169.7779,-177.1078,-213.1876,0.0225,0.5673,0.2243,17.4775,8.7959,18.2258,-0.16929,-0.19058,-0.18151,0.0196,0.0264,0.02752,-89.12344,-89.344631,-89.658011
173_MA-TS_5-6_Reactant,173_MA-TS_5-6,173_MA-TS_5-6_Product,-0.773071171383,-0.787525776866,-0.803496299929,-0.377175,-0.391457,-0.408268,-9.07,10.02,-19.09,-8.96,10.55,-19.51,-0.274328,-0.287024,-0.299618,-786.6802,-401.611,-213.067,36.5279,17.8069,2.5922,12.77,16.9775,15.1289,-0.16119,-0.18368,-0.17688,0.03136,0.03314,0.03294,-89.127335,-89.307213,-89.679016
175_MA-TS_5-6_Reactant,175_MA-TS_5-6,175_MA-TS_5-6_Product,-0.642005688952,-0.648025930881,-0.670212403215,-0.292965,-0.294362,-0.318905,-3.78,13.92,-17.7,-0.88,15.4,-16.28,-0.192124,-0.198552,-0.217633,-166.0541,-218.211,-166.3772,0.4951,444.4617,0.1733,11.6784,21.3224,9.5412,-0.15355,-0.17365,-0.1739,0.03154,0.04,0.0375,-83.629527,-83.69484,-84.168049
176_MA-TS_5-6_Reactant,176_MA-TS_5-6,176_MA-TS_5-6_Product,-0.495064914421,-0.485471906244,-0.510628781527,-0.060335,-0.050857,-0.075299,6.02,15.79,-9.77,5.95,15.34,-9.39,0.043045,0.052587,0.028856,-321.3926,-257.9452,-220.5389,17.1463,481.8908,1.1724,12.232,15.8107,12.347,-0.15976,-0.18298,-0.1834,0.03646,0.03936,0.04,3.3e-05,3.6e-05,3.6e-05
178_MA-TS_5-6_Reactant,178_MA-TS_5-6,178_MA-TS_5-6_Product,-0.325856873738,-0.33725638142,-0.367086120142,0.02009,0.00929,-0.015507,-7.15,18.72,-25.87,-6.78,15.56,-22.34,0.112114,0.105555,0.080477,-653.1143,-230.7843,-216.3086,24.54,357.7752,1.4413,9.5097,28.6618,6.4681,-0.15645,-0.17619,-0.18538,0.0312,0.03562,0.0389,-85.015528,-85.085574,-85.720555
180_MA-TS_5-6_Reactant,180_MA-TS_5-6,180_MA-TS_5-6_Product,-0.344298402751,-0.350474047285,-0.385427027433,0.002461,-0.006695,-0.040638,-3.88,21.93,-25.81,-5.75,21.3,-27.05,0.096724,0.092943,0.061048,-139.3367,-196.4934,-182.9058,0.3243,417.6336,0.2188,13.3141,15.0057,11.8072,-0.15997,-0.17594,-0.18132,0.0262,0.02906,0.03289,-85.795197,-85.835589,-86.395207
184_MA-TS_5-6_Reactant,184_MA-TS_5-6,184_MA-TS_5-6_Product,-0.53316732588,-0.538038930535,-0.571250938656,-0.177185,-0.179765,-0.212878,-3.06,20.84,-23.9,-1.62,20.78,-22.4,-0.078187,-0.080894,-0.115695,-198.0581,-184.4809,-222.9624,1.6917,268.4534,2.5166,16.7038,24.7934,10.6467,-0.17167,-0.17913,-0.1917,0.00785,0.01678,0.01331,-88.208218,-88.208599,-88.848465
185_MA-TS_5-6_Reactant,185_MA-TS_5-6,185_MA-TS_5-6_Product,-0.590444045369,-0.597703299305,-0.624397888638,-0.208616,-0.213024,-0.235176,-4.56,16.75,-21.31,-2.77,13.9,-16.67,-0.103224,-0.110234,-0.134027,-155.8287,-236.1714,-187.1913,2.4233,438.505,0.2601,12.3243,22.1592,7.4461,-0.15909,-0.18042,-0.18765,0.02782,0.03142,0.03144,-91.238667,-91.341857,-91.93615
187_MA-TS_5-6_Reactant,187_MA-TS_5-6,187_MA-TS_5-6_Product,-0.640868955941,-0.645351185295,-0.665387993604,-0.254404,-0.261657,-0.281412,-2.81,12.57,-15.39,-4.55,12.4,-16.95,-0.151642,-0.157004,-0.176187,-212.1099,-588.6999,-894.8336,2.1605,25.0359,36.7887,13.2446,14.5516,14.5577,-0.17166,-0.1923,-0.18861,0.02375,0.02492,0.02181,-90.414666,-90.513497,-90.936377
188_MA-TS_5-6_Reactant,188_MA-TS_5-6,188_MA-TS_5-6_Product,-0.49238688849,-0.499903411674,-0.51304007648,-0.119734,-0.122821,-0.131279,-4.72,8.24,-12.96,-1.94,5.31,-7.24,-0.015483,-0.024017,-0.032671,-208.6817,-288.0772,-195.6536,2.0809,9.4723,0.7332,9.5546,38.0893,9.4947,-0.16701,-0.18686,-0.18078,0.01248,0.01597,0.02162,-96.969867,-97.09387,-97.477858
190_MA-TS_5-6_Reactant,190_MA-TS_5-6,190_MA-TS_5-6_Product,-0.342821094948,-0.336906026787,-0.358633777938,0.012588,0.027817,0.0032,3.71,13.63,-9.92,9.56,15.45,-5.89,0.112065,0.12128,0.097739,-208.3919,-234.0478,-184.6288,2.8743,488.3809,0.1545,13.1705,32.8384,8.3612,-0.17946,-0.19783,-0.1932,0.00968,0.01009,0.01275,-87.049951,-87.176453,-87.554272
