Reactant,Datapoint,Product,eR,eTS,eP,GR,GTS,GP,deTSR,deTSP,dePR,dGTSR,dGTSP,dGPR,HR,HTS,HP,freqR,freqTS,freqP,irR,irTS,irP,dipoleR,dipoleTS,dipoleP,homoR,homoTS,homoP,lumoR,lumoTS,lumoP,qhirshR,qhirshTS,qhirshP
2413_MA-TS_30-31_Reactant,2413_MA-TS_30-31,2413_MA-TS_30-31_Product,-0.172380887303,-0.179241223447,-0.184565141525,0.30526,0.304227,0.300405,-4.3,3.34,-7.65,-0.65,2.4,-3.05,0.405653,0.39979,0.396402,-917.9523,-849.7399,-335.2585,33.0621,29.6002,15.4114,25.9777,52.2434,22.7154,-0.14703,-0.15495,-0.14887,0.02668,0.02797,0.0298,4.3e-05,4.3e-05,4.4e-05
2415_MA-TS_29-30_Reactant,2415_MA-TS_29-30,2415_MA-TS_29-30_Product,-0.272206606086,-0.272562548114,-0.275030920524,0.226349,0.233356,0.228918,-0.22,1.55,-1.77,4.4,2.78,1.61,0.320559,0.323779,0.319922,-202.7768,-152.4605,-162.175,9.4972,6.0966,0.1953,16.4567,50.8756,7.7737,-0.16028,-0.17083,-0.16869,0.05338,0.06884,0.07241,4e-05,4e-05,4e-05
2416_MA-TS_31-32_Reactant,2416_MA-TS_31-32,2416_MA-TS_31-32_Product,-0.169788364444,-0.176083458197,-0.192676713466,0.298243,0.293576,0.279498,-3.95,10.41,-14.36,-2.93,8.83,-11.76,0.400301,0.395342,0.37908,-141.1626,-227.3212,-153.2275,0.4356,450.7334,0.1341,20.0608,43.8558,16.1053,-0.16483,-0.16564,-0.1719,0.0401,0.04267,0.04507,3.6e-05,3.7e-05,3.7e-05
2417_MA-TS_32-33_Reactant,2417_MA-TS_32-33,2417_MA-TS_32-33_Product,-0.20067636337,-0.202806981593,-0.209775079411,0.330671,0.328152,0.322272,-1.34,4.37,-5.71,-1.58,3.69,-5.27,0.431969,0.429982,0.423697,-582.6778,-707.4129,-556.8952,36.4496,30.3308,34.7838,27.4878,45.1808,22.1767,-0.14677,-0.16335,-0.16486,0.02833,0.03129,0.03376,4.7e-05,4.7e-05,4.8e-05
2420_MA-TS_31-32_Reactant,2420_MA-TS_31-32,2420_MA-TS_31-32_Product,-0.119855468057,-0.108761695007,-0.136836822119,0.36758,0.378122,0.353674,6.96,17.62,-10.66,6.62,15.34,-8.73,0.466048,0.47642,0.449283,-471.9528,-222.1611,-637.0101,29.0357,334.8533,26.4506,13.9739,36.7833,23.3253,-0.15443,-0.16118,-0.1558,0.04504,0.03574,0.03822,4.3e-05,4.3e-05,4.3e-05
2421_MA-TS_23-24_Reactant,2421_MA-TS_23-24,2421_MA-TS_23-24_Product,-0.197364603985,-0.1872876089,-0.196218376038,0.40458,0.41406,0.410854,6.32,5.6,0.72,5.95,2.01,3.94,0.511193,0.514776,0.515047,-221.334,-459.9435,-484.1017,3.4335,21.4568,87.3936,14.9855,83.1503,27.4013,-0.16359,-0.15915,-0.15231,0.04319,0.03054,0.02671,4.9e-05,5.4e-05,5.3e-05
2422_MA-TS_6-7_Reactant,2422_MA-TS_6-7,2422_MA-TS_6-7_Product,-0.189556353877,-0.181887797748,-0.189685723022,0.406508,0.415759,0.412933,4.81,4.89,-0.08,5.81,1.77,4.03,0.516498,0.521149,0.516255,-167.8322,-413.9002,-183.01,0.0663,28.8252,1.4504,32.5682,61.9492,21.1216,-0.1438,-0.15286,-0.14918,0.02532,0.02984,0.03262,4.8e-05,5.1e-05,5.3e-05
2426_MA-TS_29-30_Reactant,2426_MA-TS_29-30,2426_MA-TS_29-30_Product,-0.211084690544,-0.209332931933,-0.221568011729,0.258062,0.262937,0.256692,1.1,7.68,-6.58,3.06,3.92,-0.86,0.359992,0.363398,0.352478,-202.813,-233.4518,-202.8923,0.2025,306.9618,1.2833,15.5584,62.6289,18.2704,-0.16084,-0.16516,-0.16223,0.04813,0.05029,0.04746,4.3e-05,4.5e-05,4.5e-05
2427_MA-TS_32-33_Reactant,2427_MA-TS_32-33,2427_MA-TS_32-33_Product,-0.200859233889,-0.198246685467,-0.205629560778,0.332818,0.335532,0.331284,1.64,4.63,-2.99,1.7,2.67,-0.96,0.435577,0.435752,0.42981,-179.7186,-174.6506,-176.7586,0.161,3.2313,0.0344,12.4555,50.7117,8.0639,-0.15258,-0.15992,-0.16124,0.05441,0.06689,0.06697,4.2e-05,4.3e-05,4.4e-05
2429_MA-TS_32-33_Reactant,2429_MA-TS_32-33,2429_MA-TS_32-33_Product,-0.188084326115,-0.191201530106,-0.206850542413,0.318529,0.316513,0.302485,-1.96,9.82,-11.78,-1.27,8.8,-10.07,0.421404,0.419239,0.402016,-137.2528,-206.5727,-159.1135,0.9071,0.0588,0.1227,19.0481,28.7186,10.5133,-0.15336,-0.15671,-0.16119,0.05305,0.0502,0.05938,3.7e-05,4.6e-05,4.1e-05
2446_MA-TS_5-6_Reactant,2446_MA-TS_5-6,2446_MA-TS_5-6_Product,-0.474139794578,-0.473666065632,-0.477877257111,-0.23492,-0.229479,-0.234058,0.3,2.64,-2.35,3.41,2.87,0.54,-0.161693,-0.159669,-0.16283,-173.9265,-176.7688,-179.8444,0.5074,20.262,0.3923,8.5822,8.2776,7.3712,-0.15084,-0.15814,-0.14951,0.08725,0.12736,0.12158,-44.745309,-44.942026,-45.177409
2448_MA-TS_5-6_Reactant,2448_MA-TS_5-6,2448_MA-TS_5-6_Product,-0.280705404562,-0.293672206137,-0.318328536787,0.00473,-0.006971,-0.030281,-8.14,15.47,-23.61,-7.34,14.63,-21.97,0.07585,0.061506,0.038352,-204.9071,-307.2024,-316.4124,3.3942,4.4994,28.4418,5.1405,17.0416,6.024,-0.13881,-0.16014,-0.16495,0.07896,0.10672,0.11099,-63.270079,-63.487977,-63.994581
2454_MA-TS_7-8_Reactant,2454_MA-TS_7-8,2454_MA-TS_7-8_Product,-0.442894291006,-0.442941205782,-0.446342734735,-0.092409,-0.094689,-0.094991,-0.03,2.13,-2.16,-1.43,0.19,-1.62,0.004441,0.002862,0.000999,-209.3961,-197.9979,-166.1181,1.6797,21.4646,0.3538,16.2592,29.5084,11.4734,-0.16066,-0.17843,-0.18072,0.06203,0.05426,0.06263,-73.4288,-73.396472,-73.779156
2458_MA-TS_6-7_Reactant,2458_MA-TS_6-7,2458_MA-TS_6-7_Product,-0.548565116069,-0.550634084986,-0.563713645228,-0.061171,-0.064617,-0.071135,-1.3,8.21,-9.51,-2.16,4.09,-6.25,0.035216,0.033849,0.022619,-902.2521,-244.308,-233.2506,33.9516,10.0565,39.5883,12.3191,39.834,11.563,-0.16635,-0.17189,-0.18152,0.05792,0.06978,0.08863,-94.007225,-94.090967,-94.505518
2460_MA-TS_20-21_Reactant,2460_MA-TS_20-21,2460_MA-TS_20-21_Product,-0.517984647903,-0.524470720256,-0.552410948802,-0.012295,-0.017367,-0.037024,-4.07,17.53,-21.6,-3.18,12.33,-15.52,0.085623,0.080019,0.060397,-674.3708,-811.4067,-204.8782,34.9623,21.3444,1.0382,8.9275,25.2322,11.0361,-0.17648,-0.18606,-0.19381,0.03331,0.04999,0.05589,3.5e-05,3.4e-05,3.5e-05
2462_MA-TS_14-15_Reactant,2462_MA-TS_14-15,2462_MA-TS_14-15_Product,-0.380471343607,-0.379217580007,-0.390280564643,0.175597,0.179789,0.168721,0.79,6.94,-6.16,2.63,6.95,-4.31,0.28022,0.28289,0.273701,-174.3337,-379.9986,-199.9543,1.141,2.2269,1.2116,9.105,47.9334,1.2596,-0.15848,-0.17401,-0.16801,0.02839,0.03735,0.0437,3.2e-05,3.3e-05,3.3e-05
2463_MA-TS_14-15_Reactant,2463_MA-TS_14-15,2463_MA-TS_14-15_Product,-0.393621003429,-0.384827075473,-0.390727716665,0.160749,0.17162,0.167876,5.52,3.7,1.82,6.82,2.35,4.47,0.266485,0.275282,0.269246,-722.5909,-228.518,-223.8076,27.3207,9.531,1.4543,7.724,69.7694,4.7741,-0.17698,-0.17019,-0.16637,0.05687,0.0494,0.04718,4e-05,4e-05,4e-05
2465_MA-TS_14-15_Reactant,2465_MA-TS_14-15,2465_MA-TS_14-15_Product,-0.392795359001,-0.362292306168,-0.377113535686,0.164142,0.19375,0.177963,19.14,9.3,9.84,18.58,9.91,8.67,0.269165,0.299416,0.284855,-880.9372,-449.8273,-534.2166,43.2644,20.9653,25.2164,8.7379,76.579,2.8091,-0.15924,-0.15509,-0.15765,0.0387,0.03573,0.04649,3.4e-05,3.9e-05,3.7e-05
2466_MA-TS_15-16_Reactant,2466_MA-TS_15-16,2466_MA-TS_15-16_Product,-0.387760502996,-0.363271946034,-0.373249659351,0.197372,0.221782,0.211764,15.37,6.26,9.11,15.32,6.29,9.03,0.303889,0.322943,0.315987,-198.034,-356.3872,-247.3475,1.2244,13.4137,5.5204,12.7702,64.6296,5.4941,-0.16885,-0.17123,-0.17598,0.02324,0.02646,0.03703,3.8e-05,3.9e-05,3.7e-05
2467_MA-TS_14-15_Reactant,2467_MA-TS_14-15,2467_MA-TS_14-15_Product,-0.390370155779,-0.392651021674,-0.413844165126,0.195748,0.191797,0.174281,-1.43,13.3,-14.73,-2.48,10.99,-13.47,0.300506,0.297175,0.275444,-331.0974,-704.2321,-459.65,11.5058,35.4127,21.7635,12.3447,107.7501,4.9369,-0.15318,-0.16141,-0.17184,0.02812,0.03215,0.0437,3.6e-05,3.6e-05,3.6e-05
2468_MA-TS_14-15_Reactant,2468_MA-TS_14-15,2468_MA-TS_14-15_Product,-0.416921956656,-0.389516602096,-0.393170874318,0.23306,0.26778,0.265605,17.2,2.29,14.9,21.79,1.36,20.42,0.359953,0.385204,0.384293,-427.1613,-869.3439,-218.4055,13.6279,26.5833,0.7519,12.5518,46.7039,3.2454,-0.16784,-0.16941,-0.15766,0.0327,0.0488,0.06137,3.9e-05,4.1e-05,4.2e-05
2471_MA-TS_14-15_Reactant,2471_MA-TS_14-15,2471_MA-TS_14-15_Product,-0.383284150202,-0.384447292546,-0.389944638278,0.171,0.177659,0.167614,-0.73,3.45,-4.18,4.18,6.3,-2.12,0.274742,0.279155,0.271776,-914.8815,-212.3789,-865.6123,39.6251,363.9227,39.7306,8.4728,36.1704,2.3652,-0.15039,-0.1652,-0.16605,0.04516,0.0442,0.05546,3.5e-05,3.5e-05,3.7e-05
2472_MA-TS_14-15_Reactant,2472_MA-TS_14-15,2472_MA-TS_14-15_Product,-0.392944939739,-0.375913389177,-0.386112078028,0.158558,0.184127,0.169632,10.69,6.4,4.29,16.04,9.1,6.95,0.269327,0.287045,0.278641,-156.3762,-225.0796,-161.4579,0.4329,7.0687,0.4635,11.5226,26.8752,6.462,-0.16171,-0.15305,-0.14939,0.03825,0.04633,0.05857,3.3e-05,3.4e-05,3.4e-05
2473_MA-TS_14-15_Reactant,2473_MA-TS_14-15,2473_MA-TS_14-15_Product,-0.37007368746,-0.352820006572,-0.36556100148,0.184359,0.200957,0.194976,10.83,8.0,2.83,10.42,3.75,6.66,0.291354,0.306654,0.299283,-175.3848,-1059.6619,-192.9497,0.207,42.0412,1.5896,12.1964,69.2385,8.146,-0.16231,-0.17175,-0.17207,0.02034,0.0287,0.03733,3.1e-05,3.8e-05,3.8e-05
2475_MA-TS_15-16_Reactant,2475_MA-TS_15-16,2475_MA-TS_15-16_Product,-0.259870424543,-0.232579325345,-0.247952845204,0.314667,0.346459,0.332275,17.13,9.65,7.48,19.95,8.9,11.05,0.427178,0.454509,0.44053,-464.9334,-359.0955,-213.9154,22.8865,31.4699,2.1094,3.5094,51.8281,9.8758,-0.17852,-0.16858,-0.16963,0.00724,0.01071,0.01968,4.1e-05,4.2e-05,4.2e-05
2477_MA-TS_14-15_Reactant,2477_MA-TS_14-15,2477_MA-TS_14-15_Product,-0.407118704405,-0.408634354882,-0.420877785349,0.247564,0.247542,0.235969,-0.95,7.68,-8.63,-0.01,7.26,-7.28,0.369573,0.369704,0.358702,-135.0743,-213.0462,-168.5445,0.3468,673.0452,0.3457,23.0304,52.3821,15.6025,-0.15429,-0.17342,-0.16984,0.01169,0.02548,0.0338,3.5e-05,3.5e-05,3.5e-05
2478_MA-TS_14-15_Reactant,2478_MA-TS_14-15,2478_MA-TS_14-15_Product,-0.418127022253,-0.389285102392,-0.405011127327,0.184613,0.217762,0.204689,18.1,9.87,8.23,20.8,8.2,12.6,0.298624,0.327336,0.312666,-307.983,-254.6714,-170.6589,17.1105,341.6063,0.1891,12.6075,78.6716,6.6341,-0.15892,-0.16317,-0.1712,0.04928,0.03683,0.04577,3.4e-05,3.9e-05,4e-05
2480_MA-TS_37-38_Reactant,2480_MA-TS_37-38,2480_MA-TS_37-38_Product,-0.533771583552,-0.537441983,-0.543031108538,-0.020518,-0.019073,-0.019872,-2.3,3.51,-5.81,0.91,0.5,0.41,0.085813,0.084596,0.079686,-185.3116,-179.3282,-181.206,0.1873,0.2309,0.1467,12.7609,52.5796,5.9567,-0.15994,-0.17438,-0.16751,0.02381,0.02737,0.02893,3.3e-05,3.4e-05,3.4e-05
2485_MA-TS_34-35_Reactant,2485_MA-TS_34-35,2485_MA-TS_34-35_Product,-0.260084361361,-0.254639664215,-0.264381458544,0.273855,0.278465,0.28159,3.42,6.11,-2.7,2.89,-1.96,4.85,0.374544,0.377734,0.378625,-149.9413,-800.842,-696.4383,0.2071,29.9676,24.438,16.9638,58.6442,21.0113,-0.15168,-0.14596,-0.14451,0.01173,0.00816,0.01179,4.2e-05,4.3e-05,4.3e-05
2489_MA-TS_38-39_Reactant,2489_MA-TS_38-39,2489_MA-TS_38-39_Product,-0.527801039329,-0.516435282674,-0.520776032068,0.007788,0.019524,0.018135,7.13,2.72,4.41,7.36,0.87,6.49,0.115476,0.131012,0.126014,-334.1556,-194.0733,-195.9218,15.5299,0.2146,0.2106,14.7244,39.7311,16.9866,-0.1611,-0.1513,-0.15117,0.02319,0.02099,0.01883,3.7e-05,3.8e-05,3.9e-05
2490_MA-TS_39-40_Reactant,2490_MA-TS_39-40,2490_MA-TS_39-40_Product,-0.547880877746,-0.532992949428,-0.544181140468,-0.006775,0.00656,-0.005534,9.34,7.02,2.32,8.37,7.59,0.78,0.099296,0.112832,0.102142,-157.1783,-194.7446,-197.5354,0.4046,953.6996,0.1511,13.4823,58.5401,7.8871,-0.17417,-0.18385,-0.18405,0.0124,0.01827,0.02963,3.3e-05,3.7e-05,3.8e-05
2491_MA-TS_37-38_Reactant,2491_MA-TS_37-38,2491_MA-TS_37-38_Product,-0.548882119872,-0.54431615598,-0.547453733272,-0.021037,-0.012467,-0.014641,2.87,1.97,0.9,5.38,1.36,4.01,0.088352,0.091108,0.088708,-198.1926,-766.3337,-203.2211,0.9636,25.8516,0.9809,14.4054,69.4893,18.4874,-0.17329,-0.16904,-0.16446,0.01325,0.01313,0.01121,3.7e-05,3.8e-05,3.8e-05
2493_MA-TS_4-5_Reactant,2493_MA-TS_4-5,2493_MA-TS_4-5_Product,-0.521874224599,-0.514717001681,-0.522655766847,0.084137,0.090907,0.086767,4.49,4.98,-0.49,4.25,2.6,1.65,0.196647,0.202479,0.195043,-195.7331,-1017.4253,-805.1476,42.7067,52.3822,39.925,9.0717,25.0962,6.0816,-0.16686,-0.17425,-0.16592,0.01973,0.0274,0.03346,3.9e-05,4.1e-05,4.1e-05
2499_MA-TS_38-39_Reactant,2499_MA-TS_38-39,2499_MA-TS_38-39_Product,-0.597449756849,-0.601098497668,-0.605270127657,-0.091102,-0.089236,-0.093796,-2.29,2.62,-4.91,1.17,2.86,-1.69,0.015216,0.013467,0.008758,-165.8867,-222.9543,-532.528,0.1135,465.3395,142.8965,9.0908,49.3125,6.8402,-0.16486,-0.17863,-0.17418,0.01764,0.01724,0.01658,3.1e-05,3.2e-05,3.1e-05
2500_MA-TS_38-39_Reactant,2500_MA-TS_38-39,2500_MA-TS_38-39_Product,-0.519638374411,-0.516133504039,-0.527560684734,0.016425,0.018138,0.009958,2.2,7.17,-4.97,1.07,5.13,-4.06,0.123967,0.128711,0.121544,-428.1267,-520.9384,-787.9925,11.2407,24.2457,83.6739,25.8086,44.0197,23.0112,-0.14929,-0.15238,-0.15218,0.01033,0.01056,0.01146,3.7e-05,3.8e-05,3.8e-05
2503_MA-TS_37-38_Reactant,2503_MA-TS_37-38,2503_MA-TS_37-38_Product,-0.506488113751,-0.510776021926,-0.522950753914,0.003464,0.006603,-0.005557,-2.69,7.64,-10.33,1.97,7.63,-5.66,0.108422,0.108006,0.096938,-906.1554,-200.6029,-173.8407,23.3487,493.7995,1.2969,20.9012,62.06,8.8804,-0.1526,-0.16871,-0.16739,-0.0074,0.00199,0.00911,3.4e-05,3.5e-05,3.6e-05
2504_MA-TS_34-35_Reactant,2504_MA-TS_34-35,2504_MA-TS_34-35_Product,-0.318004362834,-0.320801512638,-0.332251326032,0.186639,0.184393,0.173653,-1.76,7.18,-8.94,-1.41,6.74,-8.15,0.285745,0.279827,0.270822,-170.9463,-818.91,-1001.2239,0.1355,21.9832,26.8283,23.4475,69.8697,10.0269,-0.14685,-0.16342,-0.16134,-0.00655,0.00439,0.01075,3.7e-05,3.7e-05,3.8e-05
2506_MA-TS_35-36_Reactant,2506_MA-TS_35-36,2506_MA-TS_35-36_Product,-0.302694606341,-0.307757807045,-0.318009413147,0.242409,0.240868,0.225111,-3.18,6.43,-9.61,-0.97,9.89,-10.85,0.339264,0.334978,0.319601,-151.3179,-221.2817,-678.8193,28.1168,605.0662,27.0747,22.4578,67.222,9.419,-0.15558,-0.17471,-0.18026,0.01344,0.02075,0.03081,3.6e-05,3.7e-05,3.8e-05
2508_MA-TS_36-37_Reactant,2508_MA-TS_36-37,2508_MA-TS_36-37_Product,-0.19310660301,-0.188742602931,-0.242048915524,0.301523,0.307667,0.255131,2.74,33.45,-30.71,3.86,32.97,-29.11,0.399808,0.403711,0.35095,-165.156,-236.0317,-213.9488,0.0268,440.9055,7.1139,24.117,66.5101,20.6849,-0.16563,-0.16509,-0.20001,-0.00178,0.00363,-0.00287,3.6e-05,3.8e-05,4e-05
2518_MA-TS_5-6_Reactant,2518_MA-TS_5-6,2518_MA-TS_5-6_Product,-0.197519942885,-0.181343840627,-0.204056932491,0.091532,0.105499,0.084665,10.15,14.25,-4.1,8.76,13.07,-4.31,0.170286,0.186863,0.164749,-148.1373,-205.522,-163.6706,0.6279,600.1212,5.6452,13.3308,36.239,6.5519,-0.15756,-0.16134,-0.16497,0.05275,0.04875,0.06681,-69.712205,-69.572687,-70.222841
2519_MA-TS_5-6_Reactant,2519_MA-TS_5-6,2519_MA-TS_5-6_Product,-0.344156699848,-0.354493612962,-0.364964107666,0.02343,0.01884,0.006227,-6.49,6.57,-13.06,-2.88,7.91,-10.8,0.111224,0.102062,0.094077,-660.2709,-462.7126,-208.5861,17.7705,20.3802,1.2249,11.9859,20.2744,8.6542,-0.14656,-0.16453,-0.16138,0.05332,0.07334,0.08413,-80.809097,-80.894376,-81.260424
2520_MA-TS_5-6_Reactant,2520_MA-TS_5-6,2520_MA-TS_5-6_Product,-0.342911288119,-0.348298167019,-0.378605166808,0.023504,0.023661,-0.011913,-3.38,19.02,-22.4,0.1,22.32,-22.22,0.114651,0.108542,0.076326,-180.8983,-218.0447,-589.6891,1.0841,457.4335,37.3125,19.9193,26.4493,10.4679,-0.14198,-0.15991,-0.16582,0.05731,0.06947,0.08555,-80.818197,-80.879862,-81.432588
2521_MA-TS_5-6_Reactant,2521_MA-TS_5-6,2521_MA-TS_5-6_Product,-0.1594982937,-0.174130454016,-0.191545600353,0.130591,0.124985,0.106061,-9.18,10.93,-20.11,-3.52,11.87,-15.39,0.206982,0.203033,0.186231,-6891.1032,-227.922,-298.0316,1597.8876,391.5523,18.3138,16.7203,12.014,7.8889,-0.1461,-0.14955,-0.1573,0.05274,0.05894,0.07066,-69.694509,-69.704057,-70.263375
2522_MA-TS_5-6_Reactant,2522_MA-TS_5-6,2522_MA-TS_5-6_Product,-0.187550633718,-0.191422092862,-0.212508794004,0.116029,0.107783,0.089046,-2.43,13.23,-15.66,-5.17,11.76,-16.93,0.190963,0.185465,0.165083,-981.37,-222.4716,-186.5923,12.114,583.3209,0.6575,16.2672,13.0577,6.5914,-0.15333,-0.16466,-0.16555,0.04292,0.06501,0.0745,-69.744888,-69.823273,-70.270996
2524_MA-TS_5-6_Reactant,2524_MA-TS_5-6,2524_MA-TS_5-6_Product,-0.244921808018,-0.251756017959,-0.266139952739,0.128388,0.122988,0.121933,-4.29,9.03,-13.31,-3.39,0.66,-4.05,0.206802,0.202546,0.197806,-634.5158,-869.5984,-597.4444,19.7252,32.4647,51.3726,15.2563,27.3535,7.6779,-0.13955,-0.14975,-0.13958,0.09644,0.10371,0.10926,-76.456315,-76.575497,-77.080215
2526_MA-TS_5-6_Reactant,2526_MA-TS_5-6,2526_MA-TS_5-6_Product,-0.156902133848,-0.156355778294,-0.16137219783,0.160087,0.16045,0.155399,0.34,3.15,-2.81,0.23,3.17,-2.94,0.232067,0.233125,0.229163,-155.9186,-196.504,-155.4818,1.0502,412.2897,0.594,17.6304,11.2576,6.5676,-0.14784,-0.15807,-0.15144,0.04668,0.06138,0.06727,-71.188998,-71.281565,-71.547304
2527_MA-TS_5-6_Reactant,2527_MA-TS_5-6,2527_MA-TS_5-6_Product,-0.458920087102,-0.465530136293,-0.490668718189,-0.083033,-0.084329,-0.107508,-4.15,15.77,-19.92,-0.81,14.55,-15.36,0.008068,0.007629,-0.018311,-362.6535,-238.7229,-208.8791,29.4147,379.4018,14.481,10.1053,31.016,5.8128,-0.16028,-0.1649,-0.17746,0.06333,0.06831,0.08222,-76.852377,-76.962859,-77.669655
2528_MA-TS_5-6_Reactant,2528_MA-TS_5-6,2528_MA-TS_5-6_Product,-0.45901677841,-0.461934539109,-0.477002269211,-0.129205,-0.137746,-0.149408,-1.83,9.46,-11.29,-5.36,7.32,-12.68,-0.043923,-0.054335,-0.065488,-206.9858,-804.3426,-554.98,0.2744,31.2012,21.04,1.5385,25.9827,8.8454,-0.16328,-0.17141,-0.1816,0.07254,0.07439,0.07908,-69.638473,-69.638298,-70.01396
2529_MA-TS_5-6_Reactant,2529_MA-TS_5-6,2529_MA-TS_5-6_Product,-0.389412610242,-0.394763765355,-0.414177341882,-0.065098,-0.06504,-0.08078,-3.36,12.18,-15.54,0.04,9.88,-9.84,0.022359,0.01296,-0.003527,-170.3847,-459.464,-225.0832,0.1428,24.2379,2.6108,6.5252,14.8645,5.2171,-0.16715,-0.17911,-0.1811,0.06411,0.0726,0.06894,-69.859943,-70.013659,-70.407328
2530_MA-TS_5-6_Reactant,2530_MA-TS_5-6,2530_MA-TS_5-6_Product,-0.159531391028,-0.147274683606,-0.183639888285,0.180072,0.194475,0.158189,7.69,22.82,-15.13,9.04,22.77,-13.73,0.262125,0.276554,0.242974,-166.7074,-225.8877,-163.594,0.699,449.4873,0.1072,8.7024,12.993,10.6596,-0.1598,-0.16055,-0.17259,0.05175,0.03701,0.04382,-82.573638,-82.320814,-82.936777
2537_MA-TS_5-6_Reactant,2537_MA-TS_5-6,2537_MA-TS_5-6_Product,-0.126419980807,-0.132904557845,-0.168450180582,0.267968,0.264144,0.231545,-4.07,22.31,-26.37,-2.4,20.46,-22.86,0.355219,0.350925,0.320766,-430.9017,-690.6788,-177.2434,15.9104,22.8092,0.9085,17.2391,23.5893,5.7486,-0.14624,-0.15466,-0.16609,0.04391,0.05253,0.07283,-92.841787,-92.888086,-93.565408
2539_MA-TS_5-6_Reactant,2539_MA-TS_5-6,2539_MA-TS_5-6_Product,-0.305170876643,-0.304307316967,-0.32931536877,0.05211,0.055784,0.035353,0.54,15.69,-15.15,2.31,12.82,-10.52,0.138571,0.141814,0.115124,-212.577,-193.6621,-364.1684,3.2339,420.28,16.4123,16.0659,13.1496,8.3784,-0.16322,-0.16859,-0.17882,0.04321,0.05527,0.07055,-79.215921,-79.154333,-79.788923
2541_MA-TS_5-6_Reactant,2541_MA-TS_5-6,2541_MA-TS_5-6_Product,-0.316826818911,-0.309291231952,-0.339096045187,0.01378,0.024256,-0.004388,4.73,18.7,-13.97,6.57,17.97,-11.4,0.100745,0.109074,0.081603,-659.9651,-266.8394,-194.4567,26.1525,81.3006,74.0485,7.1654,11.7551,8.279,-0.1622,-0.16834,-0.19005,0.05729,0.05339,0.06347,-75.743235,-75.511724,-76.316694
2542_MA-TS_5-6_Reactant,2542_MA-TS_5-6,2542_MA-TS_5-6_Product,-0.265801122516,-0.269700330657,-0.303523331324,0.218313,0.216464,0.188855,-2.45,21.22,-23.67,-1.16,17.32,-18.49,0.310406,0.30647,0.274687,-572.9644,-883.7088,-746.3661,22.2388,35.1608,29.6348,15.8896,23.3109,7.0525,-0.15036,-0.15971,-0.17869,0.05598,0.06029,0.06746,3.5e-05,3.5e-05,3.7e-05
2544_MA-TS_5-6_Reactant,2544_MA-TS_5-6,2544_MA-TS_5-6_Product,-0.273550648067,-0.274222041825,-0.309067269449,0.128657,0.133038,0.099887,-0.42,21.87,-22.29,2.75,20.8,-18.05,0.224496,0.223518,0.191315,-176.8913,-221.4754,-157.1327,1.2043,241.6604,0.8029,10.1538,36.3788,4.4166,-0.16483,-0.1667,-0.18644,0.05237,0.05692,0.07275,-88.526523,-88.435461,-88.976183
2545_MA-TS_5-6_Reactant,2545_MA-TS_5-6,2545_MA-TS_5-6_Product,-0.312931621247,-0.316476903027,-0.342447416405,0.186515,0.187345,0.160719,-2.22,16.3,-18.52,0.52,16.71,-16.19,0.286325,0.281542,0.256944,-174.7687,-220.9445,-420.3196,0.209,431.4764,20.5302,20.9445,21.4733,11.3001,-0.14726,-0.1609,-0.1754,0.04811,0.05461,0.06254,3.4e-05,3.4e-05,3.6e-05
2547_MA-TS_5-6_Reactant,2547_MA-TS_5-6,2547_MA-TS_5-6_Product,-0.114123378745,-0.112965764006,-0.134661799495,0.276074,0.273793,0.254482,0.73,13.61,-12.89,-1.43,12.12,-13.55,0.358456,0.360569,0.339156,-970.8433,-187.5665,-205.7538,30.9129,361.574,1.8965,17.0917,13.0529,8.7171,-0.15276,-0.15997,-0.1672,0.0446,0.05151,0.06895,-91.078613,-90.97617,-91.573133
2551_MA-TS_5-6_Reactant,2551_MA-TS_5-6,2551_MA-TS_5-6_Product,-0.237239984574,-0.240511375771,-0.266033357664,0.149019,0.139112,0.128541,-2.05,16.02,-18.07,-6.22,6.63,-12.85,0.238773,0.227696,0.220179,-833.5539,-479.5242,-649.3794,135.1104,131.8571,141.3845,5.5015,45.1564,2.179,-0.16259,-0.18212,-0.18733,0.04781,0.04698,0.05735,-87.358281,-87.239673,-87.794388
2552_MA-TS_5-6_Reactant,2552_MA-TS_5-6,2552_MA-TS_5-6_Product,-0.2997938183,-0.303627812484,-0.319212934109,0.075271,0.073304,0.059775,-2.41,9.78,-12.19,-1.23,8.49,-9.72,0.163532,0.160913,0.145625,-7022.4675,-627.9177,-7759.8974,1327.3785,431.8931,1634.4279,12.619,25.9403,5.5026,-0.1676,-0.17814,-0.17594,0.0399,0.04797,0.06697,-86.656503,-86.713495,-87.179991
2553_MA-TS_5-6_Reactant,2553_MA-TS_5-6,2553_MA-TS_5-6_Product,-0.228952243308,-0.236002342111,-0.26769474406,0.16246,0.157893,0.134208,-4.42,19.89,-24.31,-2.87,14.86,-17.73,0.255233,0.249103,0.220976,-654.1838,-302.9846,-340.0365,23.5812,115.7609,113.5412,18.0118,30.0884,4.8674,-0.14505,-0.15689,-0.16965,0.05577,0.06154,0.0729,-88.95284,-89.003445,-89.74765
