Datapoint,SASA,SASV,FracBuriedVol,SterimolB1,SterimolB5,SterimolL,Pint
8_MA-TS_7-8,981.0975528401023,1865.494353298193,0.3126688874394335,3.1444714852084017,11.595399480859864,14.933490322478828,22.536654015963947
16_MA-TS_7-8,864.8682152889717,1759.174764748359,0.32977893216548637,1.9793383792279542,14.667081972247116,9.054547423296532,23.66454010022771
18_MA-TS_7-8,881.3642385257962,1745.6929704888207,0.4222418934029072,1.9774262341260807,13.510737878943274,8.196087667806554,23.30158367723076
22_MA-TS_5-6,913.9078946552653,1570.2483202486064,0.4032042023853895,2.7342387442627984,16.49614889266818,9.072057652985334,20.75134428330888
24_MA-TS_5-6,865.908086486563,1497.6906957826623,0.4424909150204994,2.790248231075,14.858581860352142,12.062389786041342,20.64676233051003
25_MA-TS_5-6,571.7062034931631,979.1628117471647,0.39006010063361907,3.2749533656043015,7.74645734157863,10.538605613276085,20.28239269788638
28_MA-TS_5-6,710.4786701294455,1220.177496236869,0.4125221300782706,2.6158366912073543,9.046270127470002,11.784908872061894,20.67177595127768
31_MA-TS_5-6,697.5482899384814,1192.6891917072198,0.43330110883339545,2.9166661045113664,10.038359368324624,10.232169802222527,20.774381901315124
33_MA-TS_5-6,533.9450818673386,892.9506117878084,0.43261391166604546,3.7555415556898826,7.798088912152636,7.9224898695524315,20.428979220553448
34_MA-TS_5-6,648.1674075958666,1067.7749806407146,0.45524482855013043,2.4049765680520245,8.412258742695181,11.552851228469079,19.549459489785544
35_MA-TS_5-6,560.1668899454336,953.2915316492368,0.3842131010063362,3.151075202204157,8.509648399187954,9.211895175362956,20.29219595943731
36_MA-TS_5-6,685.528135744282,1174.8035330985697,0.5945827897875513,3.5400657947477585,8.362456508597818,10.311468557246487,20.7381425887337
37_MA-TS_5-6,647.717681593911,1092.6328407980238,0.43089009504286246,2.795056152573447,10.327335960696212,8.606734238676328,20.18767728055861
38_MA-TS_5-6,632.0153477127732,1063.812627048081,0.4007990122996646,3.7288958993866417,10.19191301988115,11.72783440843372,19.987443346012363
41_MA-TS_5-6,667.8779946532322,1156.9520929944874,0.41086819791278417,2.6397035256504005,8.280657840640899,11.578346401853816,21.19794303180781
42_MA-TS_5-6,788.0081948744174,1424.5960730520967,0.46280399739098027,2.201668079415381,10.995832371039441,12.56735515847266,21.736912621758677
44_MA-TS_5-6,720.6690884204684,1325.086320281161,0.52297451546776,3.2999183626713453,8.954761584193664,9.736464189087798,21.805433807092882
46_MA-TS_7-8,802.8066901734717,1639.113301032054,0.35335911293328365,1.9903312798233268,12.463572520064238,8.17002876641444,24.346626143630566
49_MA-TS_7-8,1018.867436232051,1851.0470933353465,0.22863865076407008,5.548534699199156,9.408407046670025,19.79592354344946,21.86886389077221
50_MA-TS_7-8,983.5068188166706,1834.106429334477,0.22874930115542302,2.517244187973795,10.246738867616886,17.279825831073694,22.54371168083095
55_MA-TS_7-8,922.665619779353,1726.89273213885,0.2784371505777115,2.0024153689272306,17.47766809559738,11.109386636510722,22.314259817799595
57_MA-TS_7-8,930.2463462026295,1724.1735836634393,0.3450486861721953,2.003576519864754,14.491740359386585,5.22099589722991,22.335966779449507
59_MA-TS_7-8,983.1381096826555,1850.7937951570264,0.4878692228848304,3.387273362720439,10.995054540987958,7.5892237862304555,22.786582906521062
60_MA-TS_7-8,914.8675145818578,1799.172562916432,0.4380299571375326,2.07355289915989,11.726100852344583,5.412194399196241,23.60725186901039
63_MA-TS_7-8,860.1958993548484,1698.6054975456775,0.5534907286619456,3.2186812291238582,11.736418420728247,8.390662776347948,23.671262373721348
64_MA-TS_7-8,980.7340212365767,1816.9990503806594,0.42926528140141634,2.0029913869041702,10.434984115833949,11.681797546500963,22.371757769859066
65_MA-TS_27-28,884.7745694030859,1757.7287469190185,0.48199310473350726,1.8206199580665055,10.733943702747549,9.244468543996982,23.65483038756314
67_MA-TS_22-28,722.1564865787944,1336.8617177515373,0.21461516958628402,1.6226766378488002,12.606873090772133,13.558589316424667,22.50504909062674
69_MA-TS_24-25,874.9565664594869,1600.1753715464672,0.30046240216175923,1.6271280015925158,15.05117232109498,4.587765466394756,21.954650681407244
71_MA-TS_25-26,882.8157964244404,1582.7544614953758,0.36007384457696606,3.0122282766197053,14.440687352353443,11.24231137639942,21.160724286421168
73_MA-TS_22-28,882.5058067484381,1554.3968973602182,0.23123019940365264,2.0374289775253542,11.550813278005592,17.214520889948563,20.783641422355423
74_MA-TS_22-31,812.4172818333589,1480.782629487602,0.21479570443533358,1.6231909995174638,16.52599976993532,11.763846348412859,21.882048632646487
78_MA-TS_24-25,770.7076457842659,1436.8024855512037,0.3378797055534849,1.6256414040020033,15.545400472272258,5.323497003213368,22.540892454806603
79_MA-TS_25-26,940.555243937694,1728.6964004604379,0.28216432165486394,2.0881859971130408,12.618478527358855,14.23012205025089,22.19473733584387
82_MA-TS_24-25,986.3691513664984,1735.263715455871,0.21451616660454714,1.6227715360011736,21.673033849672677,11.968270450303493,21.367781440615325
85_MA-TS_25-26,982.6890436480428,1740.5659133585746,0.28273504472605293,1.986201313873853,13.214412790350224,14.64677297819337,21.231517926309564
87_MA-TS_24-25,842.8573693675406,1528.1549486278877,0.34064014163250095,1.880281381007225,14.019946590989008,5.800842404757365,22.008052532050208
92_MA-TS_24-25,820.2062950859885,1425.3115450680698,0.23595904770778978,1.8173838979931678,14.425767708797231,10.814953659043105,21.275075127739402
94_MA-TS_24-25,1002.3586800002374,1755.688028393079,0.21455110883339545,1.6229301038204331,10.795183981811716,24.087704871835275,21.071491423337683
103_MA-TS_24-25,892.8487805730721,1602.9867175309078,0.28422008945210586,1.6273175090528544,15.959753311101986,5.146651734784759,21.794370688852354
106_MA-TS_4-5,869.5270245587218,1524.126053922446,0.42379682258665674,1.6747613287911216,14.23566678933218,13.144753715209683,20.896029895104935
109_MA-TS_24-25,876.6084275486321,1560.347452919645,0.2389582556839359,1.6277254605910727,21.442695498541124,7.822807909513421,21.578561551821505
111_MA-TS_24-25,849.9853815625938,1470.5162646500473,0.21506941856131195,1.6223695649109326,16.31478319019989,15.73606715730901,20.57145990128906
112_MA-TS_22-30,797.178070448054,1451.6611553522512,0.2145685799478196,1.6234347091648424,15.7744255495275,13.559584570763047,21.861168646255585
114_MA-TS_24-25,848.1962321651948,1506.4676986909578,0.21479570443533358,1.6228739798016178,17.84807189995344,8.755514292983012,21.381404470136832
115_MA-TS_24-25,803.0675434394637,1488.130977090702,0.23818370294446514,1.8170102701105044,14.794787523135616,13.989618255464816,22.44116376523074
118_MA-TS_24-25,815.9178873889884,1388.4449707432254,0.21504612374207976,1.6226023699002963,16.087123381621478,14.80064960171765,20.82003048003736
120_MA-TS_5-6,667.6464197301628,1254.0703223788535,0.5674035594483787,1.9893674057608992,12.023135972147225,8.064363492423798,23.78047151216044
154_MA-TS_13-14,871.498349273866,1574.0591432635395,0.5347267517704063,3.9294132450372987,10.49305390852338,12.148130269367137,21.787889519467285
170_MA-TS_5-6,811.6237803173037,1391.4510275470047,0.4126502515840477,3.2106407523876266,16.205582465187778,9.96101877031167,21.153655285821657
171_MA-TS_5-6,787.8926271251651,1402.4093891716354,0.677622996645546,3.899263139732623,8.524441862126382,8.565414077754202,21.63732076318511
173_MA-TS_5-6,761.2137553020483,1383.4600909854335,0.5015898714125978,2.072241013505037,11.84160735739496,8.699016907280699,22.137295599463904
175_MA-TS_5-6,805.1645345971883,1376.4216650391375,0.5048162038762579,2.5400781152038956,13.031683359366486,13.089277235068861,20.914754719940575
176_MA-TS_5-6,796.1771526356249,1427.8010645598085,0.4401031960491987,3.9840619894039024,13.104360530669577,8.627619273100533,22.336880397949628
178_MA-TS_5-6,741.2189290776168,1303.0201538532433,0.6051994036526277,2.9517521186358966,8.824360629459697,7.87393564453261,22.142749095280482
180_MA-TS_5-6,778.2774116102812,1333.681592125324,0.5375396011926947,2.6204165972353857,11.1994112956515,8.785946391709409,21.53656973111353
184_MA-TS_5-6,793.3639563128497,1366.5357354863695,0.41217270778978754,3.2194215363400893,15.055324301170447,10.095705887480513,21.22111344366207
185_MA-TS_5-6,770.6641094233678,1381.9852890647055,0.709437896011927,3.8562702994777815,8.174833038302657,8.347171772237399,22.05963311494849
187_MA-TS_5-6,862.063766727805,1469.499851180238,0.4576383712262393,3.6221866127583704,8.021838250312603,15.584887525936653,21.071519328081997
188_MA-TS_5-6,788.4950848311814,1413.130075542535,0.4184390141632501,3.443440353725325,11.884857562167879,14.577239943007962,22.172617652778065
190_MA-TS_5-6,817.7431830239998,1381.5134227828376,0.4467131010063362,3.857544429058667,10.775995402859412,15.4304873750207,21.240435275595544
191_MA-TS_5-6,805.8016898352281,1395.3419256478403,0.36894917070443534,3.1876565171389077,14.546309024115159,11.983991134298412,21.43009616831273
193_MA-TS_5-6,739.2457773100674,1278.9535826138037,0.46332813082370483,2.2228105358567323,11.968299270663028,8.232861129200783,21.468446713974053
194_MA-TS_5-6,810.1363673014204,1367.636855077864,0.4572831252329482,3.6931238452824013,8.33073359479566,16.130253924235294,21.270877042601555
196_MA-TS_5-6,842.5468314530314,1440.9509363187074,0.4308668002236303,2.9031373506051814,15.04129424208194,9.654871409540371,21.23204034713919
199_MA-TS_5-6,755.1754575222029,1318.1376413952294,0.3927506522549385,2.2793269264258162,12.750447391848928,12.44976808252356,21.872855062978743
203_MA-TS_5-6,758.3948224079855,1300.1661333752397,0.4029596067834514,3.6525748638328794,9.998792719790424,13.771454372704767,21.355797256615354
209_MA-TS_5-7,573.1192338632887,944.5536898928887,0.40534150204994407,3.2622059848670495,6.119475855974237,14.353960801024419,20.259336225819375
210_MA-TS_5-7,500.9583601479519,855.230010036721,0.515159103615356,2.1261921323725193,7.481791423548312,7.686462210602358,20.11602187924774
211_MA-TS_5-7,550.845864343731,942.7664040304372,0.4068032519567648,2.7562591619408545,10.04920485573938,7.962107000358053,20.217926041467376
212_MA-TS_5-7,582.9103489549302,946.4921841995148,0.4193242172940738,3.265697204541304,10.365282443292633,9.857973544274344,20.07400905509423
213_MA-TS_5-7,498.63965035841534,871.7085134800242,0.5453491893402908,2.1458965748255263,8.011878591536178,6.5613656911773175,21.84533159401262
